name,component,carrier,bus0,bus1,r,x,b,s_nom,x_pu_eff,r_pu_eff,v_nom
248,line,AC,GLKO3J,TOMT1K,0.417,0.627,0.156,99.0,4.342105263157895e-06,2.8878116343490303e-06,380.0
249,line,AC,GLRB2-,TEAL1-,0.19,1.67,10.2,955.0,1.1565096952908587e-05,1.3157894736842106e-06,380.0
250,line,AC,GORW3-,STRB3W,0.0618,0.5665,2.184,702.0,3.923130193905817e-06,4.2797783933518004e-07,380.0
251,line,AC,GRIF36,WHIB1H,1.4476,3.3191,0.704,132.0,2.2985457063711912e-05,1.0024930747922437e-05,380.0
252,line,AC,GRIF38,WHIB1G,1.4476,3.3191,0.704,132.0,2.2985457063711912e-05,1.0024930747922437e-05,380.0
253,line,AC,GRUB3-,MOSS1S,0.1392,0.6115,0.142,224.0,4.234764542936288e-06,9.6398891966759e-07,380.0
254,line,AC,GRUB3-,MOSS1T,0.1392,0.6115,0.142,224.0,4.234764542936288e-06,9.6398891966759e-07,380.0
255,line,AC,INGA5-,LOCL1Q,0.25,0.58,0.12,126.0,4.016620498614958e-06,1.7313019390581717e-06,380.0
256,line,AC,INNE3-,INNE3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
257,line,AC,INNE3-,KNOC1J,0.1051,0.3818,6.326,158.0,2.6440443213296396e-06,7.278393351800554e-07,380.0
258,line,AC,INNE3-,INNE3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
259,line,AC,INNE3-,KNOC1J,0.1042,0.3784,6.27,158.0,2.6204986149584487e-06,7.21606648199446e-07,380.0
260,line,AC,INNE1Q,SLKB1J,0.1005,0.4413,0.102,241.0,3.056094182825485e-06,6.959833795013851e-07,380.0
261,line,AC,INNE1R,SLKB1K,0.1005,0.4413,0.102,241.0,3.056094182825485e-06,6.959833795013851e-07,380.0
262,line,AC,INRU1Q,PEHS5-,0.69,1.57,0.33,150.0,1.0872576177285318e-05,4.778393351800554e-06,380.0
263,line,AC,INRU1Q,PEHG3-,0.0918,0.4032,0.094,241.0,2.7922437673130195e-06,6.357340720221608e-07,380.0
264,line,AC,INRU1Q,SFER1L,0.3111,1.3664,0.317,241.0,9.462603878116344e-06,2.154432132963989e-06,380.0
265,line,AC,INRU1R,PEHS5-,0.69,1.57,0.33,126.0,1.0872576177285318e-05,4.778393351800554e-06,380.0
266,line,AC,INRU1R,PEHG3-,0.0918,0.4032,0.094,241.0,2.7922437673130195e-06,6.357340720221608e-07,380.0
267,line,AC,INRU1R,SFER1M,0.3111,1.3664,0.317,241.0,9.462603878116344e-06,2.154432132963989e-06,380.0
268,line,AC,INRU1S,PEHS5-,0.0687,0.2536,4.105,186.0,1.7562326869806094e-06,4.7576177285318557e-07,380.0
269,line,AC,INRU1S,SFER1J,0.6,2.379,0.617,195.0,1.6475069252077564e-05,4.155124653739612e-06,380.0
270,line,AC,INVE1J,INVE1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
271,line,AC,INVE1K,KILC1Q,2.15,3.55,0.74,99.0,2.4584487534626037e-05,1.4889196675900276e-05,380.0
272,line,AC,INVE1K,SLOY1E,2.1684,4.9712,1.051,126.0,3.442659279778393e-05,1.501662049861496e-05,380.0
273,line,AC,INVR1-,INVR1A,0.6294,1.4386,0.305,132.0,9.962603878116344e-06,4.358725761772853e-06,380.0
274,line,AC,INVR1-,INVR1B,0.6294,1.4386,0.305,132.0,9.962603878116344e-06,4.358725761772853e-06,380.0
275,line,AC,INVR1-,SLOY1K,1.14,2.614,0.55,132.0,1.8102493074792243e-05,7.894736842105263e-06,380.0
276,line,AC,INVR1-,SLOY1T,0.59,1.356,0.285,132.0,9.390581717451524e-06,4.0858725761772854e-06,380.0
277,line,AC,INVR1A,INVR1C,0.1393,0.4267,5.615,130.0,2.9549861495844876e-06,9.646814404432134e-07,380.0
278,line,AC,INVR1B,INVR1D,0.1396,0.4277,5.627,130.0,2.9619113573407203e-06,9.667590027700831e-07,380.0
279,line,AC,INVR1C,KIIN3-,2.3423,5.3538,1.134,132.0,3.7076177285318555e-05,1.6220914127423822e-05,380.0
280,line,AC,INVR1D,KIIN3-,2.3423,5.3538,1.134,132.0,3.7076177285318555e-05,1.6220914127423822e-05,380.0
281,line,AC,KEIT1J,MACD3-,3.84,8.8,1.87,132.0,6.094182825484765e-05,2.6592797783933518e-05,380.0
282,line,AC,KEIT1K,MACD3-,3.84,8.8,1.87,132.0,6.094182825484765e-05,2.6592797783933518e-05,380.0
283,line,AC,KEIT3-,KEIT3A,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
284,line,AC,KIIN3-,LOCH5J,0.25,0.58,0.12,126.0,4.016620498614958e-06,1.7313019390581717e-06,380.0
285,line,AC,KIIN3-,SFIL5-,2.19,5.2,1.03,111.0,3.601108033240997e-05,1.5166204986149584e-05,380.0
286,line,AC,KILC1Q,NANT5-,0.59,1.03,0.19,99.0,7.132963988919668e-06,4.0858725761772854e-06,380.0
287,line,AC,KILC1Q,TAYN3-,1.07,1.78,0.37,99.0,1.2326869806094184e-05,7.409972299168975e-06,380.0
288,line,AC,KILO3-,LUND1-,1.054,3.441,0.775,126.0,2.3829639889196675e-05,7.299168975069253e-06,380.0
289,line,AC,KINB2K,TEAL1-,0.4329,3.735,23.0,955.0,2.5865650969529085e-05,2.9979224376731304e-06,380.0
290,line,AC,KINT3-,KINT1B,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
291,line,AC,KINT3-,KINT1P,0.01,0.0154,0.354,148.0,1.0664819944598338e-07,6.925207756232687e-08,380.0
292,line,AC,KINT3-,KINT1R,0.01,0.0148,0.341,148.0,1.0249307479224377e-07,6.925207756232687e-08,380.0
293,line,AC,KINT3-,KINT1T,0.0135,0.0343,0.787,165.0,2.3753462603878115e-07,9.349030470914127e-08,380.0
294,line,AC,KINT3-,KINT1U,0.0135,0.0343,0.787,165.0,2.3753462603878115e-07,9.349030470914127e-08,380.0
295,line,AC,KINT3-,KINT3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
296,line,AC,KINT3-,PERS3-,0.14,1.23,7.42,1090.0,8.518005540166205e-06,9.695290858725762e-07,380.0
297,line,AC,KINT3-,ROTI3-,0.093,1.0226,6.135,1380.0,7.081717451523545e-06,6.440443213296399e-07,380.0
298,line,AC,KINT3-,TEAL1-,0.61,5.36,22.142,695.0,3.7119113573407204e-05,4.224376731301939e-06,380.0
299,line,AC,KINT3-,PEHS5-,0.26,2.19,13.22,1090.0,1.5166204986149584e-05,1.8005540166204987e-06,380.0
300,line,AC,KINT3-,ROTI2K,0.093,1.0226,6.135,1380.0,7.081717451523545e-06,6.440443213296399e-07,380.0
301,line,AC,KINT3-,TEAL1-,0.61,5.36,22.142,695.0,3.7119113573407204e-05,4.224376731301939e-06,380.0
302,line,AC,KNOC1J,KNOC1J,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
303,line,AC,KNOC1J,KNOC2L,0.01,0.042,8.36,930.0,2.9085872576177287e-07,6.925207756232687e-08,380.0
304,line,AC,KNOC1J,KNOC2N,0.01,0.0157,3.005,850.0,1.0872576177285317e-07,6.925207756232687e-08,380.0
305,line,AC,KNOC1J,KNOC2M,0.01,0.037,7.336,930.0,2.562326869806094e-07,6.925207756232687e-08,380.0
306,line,AC,KNOC1J,KNOC2P,0.01,0.01,1.006,850.0,6.925207756232687e-08,6.925207756232687e-08,380.0
307,line,AC,KNOC2N,TOMT1K,0.093,1.023,3.962,810.0,7.084487534626038e-06,6.440443213296399e-07,380.0
308,line,AC,KNOC2P,TOMT1J,0.093,1.023,3.962,810.0,7.084487534626038e-06,6.440443213296399e-07,380.0
309,line,AC,LAGG1R,MILW1S,0.648,1.344,0.276,254.0,9.307479224376732e-06,4.487534626038781e-06,380.0
310,line,AC,LOCB1J,LOCB1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
311,line,AC,LOCB1J,LOCB1L,0.0049,0.0635,1.489,373.0,4.3975069252077563e-07,3.393351800554017e-08,380.0
312,line,AC,LOCB1J,MYBS1Q,8.2998,19.0008,4.028,126.0,0.00013158448753462605,5.747783933518005e-05,380.0
313,line,AC,LOCB1J,SHIN3-,1.2402,2.8392,0.602,126.0,1.9662049861495845e-05,8.588642659279778e-06,380.0
315,line,AC,LOCB1K,SHIN3-,1.239,2.8364,0.604,126.0,1.9642659279778393e-05,8.5803324099723e-06,380.0
316,line,AC,LOCB1J,LOCB1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
317,line,AC,LOCB1K,STRB3W,0.1134,1.0395,4.007,702.0,7.198753462603879e-06,7.853185595567867e-07,380.0
318,line,AC,LOCL1S,MILS3J,0.1638,0.6734,0.182,203.0,4.663434903047091e-06,1.1343490304709142e-06,380.0
319,line,AC,LOCL1S,QUOI1Q,0.9219,3.7893,1.025,241.0,2.624168975069252e-05,6.384349030470914e-06,380.0
320,line,AC,LUIC5J,ORRI1S,0.1271,1.1789,0.285,464.0,8.164127423822716e-06,8.801939058171745e-07,380.0
321,line,AC,LUIC5K,ORRI1T,0.1301,1.2064,0.292,464.0,8.354570637119114e-06,9.009695290858726e-07,380.0
322,line,AC,LUMB1Q,SFER1K,0.64,1.46,0.31,133.0,1.0110803324099723e-05,4.43213296398892e-06,380.0
323,line,AC,LUMB1Q,STRI3-,0.71,1.84,0.395,133.0,1.2742382271468145e-05,4.916897506925208e-06,380.0
324,line,AC,LUMB1R,SFER1J,0.64,1.46,0.31,126.0,1.0110803324099723e-05,4.43213296398892e-06,380.0
325,line,AC,LUMB1R,STRI3-,0.71,1.84,0.395,126.0,1.2742382271468145e-05,4.916897506925208e-06,380.0
326,line,AC,LUNA3-,TEAL1-,0.78,3.91,0.94,183.0,2.7077562326869807e-05,5.401662049861496e-06,380.0
327,line,AC,LUNA3-,TEAL1-,0.78,3.91,0.94,183.0,2.7077562326869807e-05,5.401662049861496e-06,380.0
328,line,AC,MELG1J,MELG1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
329,line,AC,MELG1J,STRL3P,0.0752,0.806,18.176,317.0,5.581717451523546e-06,5.207756232686981e-07,380.0
330,line,AC,MELG1J,MELG1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
331,line,AC,MELG1J,TUMM4-,0.0689,1.0183,32.161,2780.0,7.051939058171745e-06,4.771468144044321e-07,380.0
332,line,AC,MILC3-,MILC3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
333,line,AC,MILC3-,MILC1T,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
334,line,AC,MILC3-,MILC1V,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
335,line,AC,MILC3-,TEAL1-,0.29,1.48,0.36,183.0,1.0249307479224376e-05,2.008310249307479e-06,380.0
336,line,AC,MILC1T,TEAL1-,0.29,1.48,0.36,183.0,1.0249307479224376e-05,2.008310249307479e-06,380.0
337,line,AC,MILW3-,MILW1S,0.065,0.2691,0.073,241.0,1.863573407202216e-06,4.5013850415512467e-07,380.0
338,line,AC,MORF2-,NEDE2K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
339,line,AC,MOSS5-,MOSS1S,0.0191,0.0504,0.01,132.0,3.4903047091412744e-07,1.3227146814404432e-07,380.0
340,line,AC,MOSS5-,MOSS1T,0.0191,0.0504,0.01,132.0,3.4903047091412744e-07,1.3227146814404432e-07,380.0
341,line,AC,MOTA1Q,SHIN3-,3.37,7.72,1.64,132.0,5.346260387811634e-05,2.3337950138504157e-05,380.0
342,line,AC,MOTA1R,SHIN3-,3.37,7.72,1.64,126.0,5.346260387811634e-05,2.3337950138504157e-05,380.0
343,line,AC,MYBS1Q,SPIT1J,0.3643,0.9289,0.198,126.0,6.432825484764542e-06,2.522853185595568e-06,380.0
344,line,AC,MYBS1R,SPIT1J,0.3643,0.9289,0.198,126.0,6.432825484764542e-06,2.522853185595568e-06,380.0
345,line,AC,MYBS3J,SPIT1M,0.104,1.002,0.237,463.0,6.939058171745152e-06,7.202216066481994e-07,380.0
346,line,AC,MYBS3J,SPIT1K,0.104,1.002,0.237,463.0,6.939058171745152e-06,7.202216066481994e-07,380.0
347,line,AC,MYBS3M,MYBS3N,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
348,line,AC,NAIR3-,SLKB1L,1.3428,5.8979,1.369,241.0,4.084418282548476e-05,9.299168975069251e-06,380.0
349,line,AC,NAIR3-,SLKB1M,1.3428,5.8979,1.369,241.0,4.084418282548476e-05,9.299168975069251e-06,380.0
350,line,AC,NEDE2J,NEDE2K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
351,line,AC,NEDE2J,PEHS5-,0.1502,1.3215,7.929,1090.0,9.151662049861496e-06,1.0401662049861497e-06,380.0
352,line,AC,NEDE2J,ROTI3-,0.0866,0.7623,4.574,1090.0,5.279085872576177e-06,5.997229916897507e-07,380.0
353,line,AC,NEDE2K,PEHS5-,0.1502,1.3215,7.929,1090.0,9.151662049861496e-06,1.0401662049861497e-06,380.0
354,line,AC,NEDE2K,ROTI2K,0.0866,0.7623,4.574,1090.0,5.279085872576177e-06,5.997229916897507e-07,380.0
355,line,AC,ORRI3-,ORRI1S,0.01,0.01,0.0001,126.0,6.925207756232687e-08,6.925207756232687e-08,380.0
356,line,AC,ORRI5-,ORRI1T,0.01,0.01,0.0001,126.0,6.925207756232687e-08,6.925207756232687e-08,380.0
357,line,AC,PEHS5-,PEHS5-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
358,line,AC,PEHS5-,PEHE2S,0.01,0.033,14.21,776.0,2.285318559556787e-07,6.925207756232687e-08,380.0
359,line,AC,PEHS5-,PEHEMEC6,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
360,line,AC,PEHS5-,PERS3-,0.24,2.08,12.52,1090.0,1.440443213296399e-05,1.6620498614958449e-06,380.0
361,line,AC,PEHS5-,PEHERSV2,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
362,line,AC,PEHE2T,PEHERSV1,0.01,0.032,13.51,776.0,2.2160664819944598e-07,6.925207756232687e-08,380.0
363,line,AC,PEHE2U,PEHEMEC5,0.01,0.021,5.25,313.0,1.4542936288088643e-07,6.925207756232687e-08,380.0
364,line,AC,PEHE2V,PEHEMEC3,0.01,0.021,5.25,313.0,1.4542936288088643e-07,6.925207756232687e-08,380.0
365,line,AC,PEHE2W,PEHEMEC1,0.01,0.021,5.25,313.0,1.4542936288088643e-07,6.925207756232687e-08,380.0
366,line,AC,PEHEMEC1,PEHEMEC2,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
367,line,AC,PEHEMEC1,PEHEMEC6,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
368,line,AC,PEHEMEC2,PEHEMEC3,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
369,line,AC,PEHEMEC2,PEHERSV2,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
370,line,AC,PEHEMEC3,PEHEMEC4,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
371,line,AC,PEHEMEC4,PEHEMEC5,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
372,line,AC,PEHEMEC4,PEHERSV1,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
373,line,AC,PEHEMEC5,PEHEMEC6,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
374,line,AC,PERS3-,PERS3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
375,line,AC,PERS3-,WIOW3-,0.084,0.221,5.104,155.0,1.5304709141274238e-06,5.817174515235457e-07,380.0
376,line,AC,PERS3-,WIOW3-,0.084,0.221,5.104,155.0,1.5304709141274238e-06,5.817174515235457e-07,380.0
377,line,AC,PERS3-,PERS3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
378,line,AC,PORA1Q,PORA3-,0.778,1.25,0.274,99.0,8.65650969529086e-06,5.387811634349031e-06,380.0
379,line,AC,PORA1R,PORA3-,0.778,1.25,0.274,99.0,8.65650969529086e-06,5.387811634349031e-06,380.0
380,line,AC,PORA3-,PORA3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
381,line,AC,QUOI5-,QUOI1Q,0.12,0.28,0.05,150.0,1.9390581717451524e-06,8.310249307479224e-07,380.0
382,line,AC,RANN3Q,TUMB5-,2.42,5.51,1.18,126.0,3.8157894736842105e-05,1.6759002770083103e-05,380.0
383,line,AC,RANN3Q,TUMB5-,2.42,5.51,1.18,126.0,3.8157894736842105e-05,1.6759002770083103e-05,380.0
384,line,AC,ROTI3-,ROTI2K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
385,line,AC,SFEG5-,SFEG1S,0.01,0.034,0.46,160.0,2.3545706371191137e-07,6.925207756232687e-08,380.0
386,line,AC,SFEG5-,SFER1L,0.25,0.49,0.1,150.0,3.3933518005540164e-06,1.7313019390581717e-06,380.0
387,line,AC,SFEG5-,SFEG1T,0.01,0.034,0.46,160.0,2.3545706371191137e-07,6.925207756232687e-08,380.0
388,line,AC,SFEG5-,SFER1M,0.25,0.49,0.1,150.0,3.3933518005540164e-06,1.7313019390581717e-06,380.0
389,line,AC,SFEG1S,SFEG1T,0.01,0.01,0.0001,100.0,6.925207756232687e-08,6.925207756232687e-08,380.0
390,line,AC,SFEM5J,SFER1L,0.382,0.557,1.871,132.0,3.857340720221607e-06,2.6454293628808864e-06,380.0
391,line,AC,SFEM5K,SFER1M,0.382,0.557,1.871,132.0,3.857340720221607e-06,2.6454293628808864e-06,380.0
392,line,AC,SFER1J,SFER1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
393,line,AC,SFER1J,SFER1M,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
394,line,AC,SFER1K,SFER1L,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
395,line,AC,SFER1L,SFER1M,0.01,0.01,0.0001,100.0,6.925207756232687e-08,6.925207756232687e-08,380.0
396,line,AC,SLKB1J,SLKB1L,0.0159,0.0956,2.316,306.0,6.620498614958449e-07,1.1011080332409973e-07,380.0
397,line,AC,SLKB1K,SLKB1M,0.0159,0.0956,2.316,306.0,6.620498614958449e-07,1.1011080332409973e-07,380.0
398,line,AC,SLOY1A,SLOY1K,0.0054,0.124,1.12,213.0,8.587257617728532e-07,3.739612188365651e-08,380.0
399,line,AC,SLOY1A,SLOY5M,0.05,0.1154,0.023,126.0,7.991689750692521e-07,3.462603878116344e-07,380.0
400,line,AC,SLOY1B,SLOY1K,0.0054,0.124,1.12,213.0,8.587257617728532e-07,3.739612188365651e-08,380.0
401,line,AC,SLOY1B,SLOY5L,0.05,0.1154,0.023,126.0,7.991689750692521e-07,3.462603878116344e-07,380.0
402,line,AC,SLOY1C,SLOY1J,0.0054,0.124,1.12,213.0,8.587257617728532e-07,3.739612188365651e-08,380.0
403,line,AC,SLOY1C,SLOY5N,0.0643,0.1457,0.03,126.0,1.0090027700831025e-06,4.4529085872576173e-07,380.0
404,line,AC,SLOY1D,SLOY1J,0.0054,0.124,1.12,213.0,8.587257617728532e-07,3.739612188365651e-08,380.0
405,line,AC,SLOY1D,SLOY5P,0.0643,0.1457,0.03,126.0,1.0090027700831025e-06,4.4529085872576173e-07,380.0
406,line,AC,SLOY1E,SLOY1J,0.0082,0.186,1.68,213.0,1.2880886426592797e-06,5.678670360110804e-08,380.0
407,line,AC,SLOY1F,SLOY1K,0.0082,0.186,1.68,213.0,1.2880886426592797e-06,5.678670360110804e-08,380.0
408,line,AC,SLOY1J,SLOY1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
409,line,AC,SLOY1J,SLOY1T,0.547,1.254,0.266,132.0,8.68421052631579e-06,3.78808864265928e-06,380.0
410,line,AC,SPIT1J,SPIT1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
411,line,AC,SPIT1J,THUS3-,0.0605,0.6655,2.577,965.0,4.608725761772853e-06,4.1897506925207755e-07,380.0
412,line,AC,SPIT1K,SPIT2R,0.01,0.01,0.0001,960.0,6.925207756232687e-08,6.925207756232687e-08,380.0
413,line,AC,SPIT1K,THUS3-,0.0605,0.6655,2.577,965.0,4.608725761772853e-06,4.1897506925207755e-07,380.0
414,line,AC,STRW31,STRW1C,0.01,0.0631,0.48,200.0,4.369806094182826e-07,6.925207756232687e-08,380.0
415,line,AC,TEAL1-,TEAL1-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
416,line,AC,TEAL1-,WFIB2-,0.19,1.67,10.2,955.0,1.1565096952908587e-05,1.3157894736842106e-06,380.0
417,line,AC,THUS3-,THUS3-,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
418,line,AC,TOMT1J,TOMT1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
419,line,AC,TOMT1J,TOMT1M,0.29,1.59,18.77,261.0,1.1011080332409973e-05,2.008310249307479e-06,380.0
420,line,AC,TOMT1K,TOMT1L,0.27,1.5,17.6,261.0,1.0387811634349031e-05,1.8698060941828257e-06,380.0
421,line,AC,TUMM1J,TUMM1K,0.01,0.01,0.0001,9999.0,6.925207756232687e-08,6.925207756232687e-08,380.0
422,line,AC,WHIB1A,WHIB1C,0.0896,0.2773,3.437,153.0,1.920360110803324e-06,6.204986149584488e-07,380.0
423,line,AC,WHIB1B,WHIB1D,0.0896,0.2773,3.437,153.0,1.920360110803324e-06,6.204986149584488e-07,380.0
424,line,AC,WHIB1C,WHIB1E,0.3644,0.8355,0.177,132.0,5.78601108033241e-06,2.523545706371191e-06,380.0
425,line,AC,WHIB1D,WHIB1F,0.3644,0.8355,0.177,132.0,5.78601108033241e-06,2.523545706371191e-06,380.0
426,line,AC,WHIB1E,WHIB1G,0.0134,0.0416,0.515,153.0,2.8808864265927976e-07,9.2797783933518e-08,380.0
427,line,AC,WHIB1F,WHIB1H,0.0134,0.0416,0.515,153.0,2.8808864265927976e-07,9.2797783933518e-08,380.0
428,line,AC,WIOW3-,WOHI3-,0.075,0.29,3.908,174.0,2.008310249307479e-06,5.193905817174515e-07,380.0
429,line,AC,WIOW3-,WOHI3-,0.075,0.29,3.908,174.0,2.008310249307479e-06,5.193905817174515e-07,380.0
430,line,AC,AREC3-,MAHI1-,0.4363,1.668,2.5345,214.0,1.1551246537396121e-05,3.0214681440443213e-06,380.0
431,line,AC,AREC3-,GLAP3-,10.2827,40.2207,0.7392,40.0,0.00027853670360110806,7.120983379501386e-05,380.0
432,line,AC,AUCH2-,MAHI1-,0.109,0.8301,2.9503,570.0,5.748614958448753e-06,7.548476454293629e-07,380.0
433,line,AC,AUCW1-,HADH3-,1.83,3.88,0.96,140.0,2.6869806094182825e-05,1.2673130193905817e-05,380.0
434,line,AC,AUCW1-,MAYB3-,0.0001,0.009,0.0682,140.0,6.232686980609418e-08,6.925207756232687e-10,380.0
435,line,AC,AYR-3-,COYW2S,0.0422,0.3812,2.6022,955.0,2.6398891966759002e-06,2.922437673130194e-07,380.0
436,line,AC,AYR-3-,COYW2T,0.0422,0.3812,2.6022,955.0,2.6398891966759002e-06,2.922437673130194e-07,380.0
437,line,AC,BAGA3-,BONN3-,0.716,3.8726,0.9882,171.0,2.6818559556786702e-05,4.958448753462604e-06,380.0
438,line,AC,BAGA3-,DRCR3-,0.5756,1.4393,2.8779,146.0,9.967451523545706e-06,3.9861495844875345e-06,380.0
439,line,AC,BAGA3-,DRCR3-,0.72,3.8943,0.9935,171.0,2.6968836565096954e-05,4.986149584487534e-06,380.0
440,line,AC,BAGA3-,DRCR3-,0.5752,1.4382,2.8701,146.0,9.95983379501385e-06,3.983379501385042e-06,380.0
441,line,AC,BAIN3-,BONN3-,0.2761,1.4801,0.4755,114.0,1.025e-05,1.912049861495845e-06,380.0
442,line,AC,BAIN3-,BONN3-,0.2797,1.4992,0.7089,114.0,1.0382271468144046e-05,1.9369806094182828e-06,380.0
443,line,AC,BERW3-,ECCL3-,1.9576,4.8683,1.5223,132.0,3.3713988919667584e-05,1.3556786703601108e-05,380.0
444,line,AC,BERW3-,ECCL3-,1.9569,4.8645,1.4665,132.0,3.36876731301939e-05,1.3551939058171746e-05,380.0
445,line,AC,BLAH3A,DUNH1Q,0.0294,0.2043,0.0733,418.0,1.414819944598338e-06,2.0360110803324098e-07,380.0
446,line,AC,BLAH3A,DUNH1R,0.0294,0.2043,0.0733,466.0,1.414819944598338e-06,2.0360110803324098e-07,380.0
447,line,AC,BLAH3A,GLGL3-,0.4848,2.7278,1.2134,134.0,1.8890581717451522e-05,3.3573407202216066e-06,380.0
448,line,AC,BLAH3A,GLGL3-,0.485,2.7281,1.2195,134.0,1.889265927977839e-05,3.358725761772853e-06,380.0
449,line,AC,BLCW3-,NECU1Q,1.2839,7.3019,3.5807,166.0,5.056717451523546e-05,8.891274238227147e-06,380.0
450,line,AC,BLCW3-,BLKS3-,0.3875,1.2246,0.6574,61.2,8.480609418282548e-06,2.6835180055401663e-06,380.0
451,line,AC,BLKL3A,WISH1-,0.6542,1.8052,6.2962,161.0,1.2501385041551246e-05,4.530470914127424e-06,380.0
452,line,AC,BLLX3-,LINM3-,1.1339,3.1699,7.5599,132.0,2.1952216066481997e-05,7.852493074792242e-06,380.0
453,line,AC,BONB2J,DENN1-,0.054,0.7739,5.8126,1500.0,5.359418282548477e-06,3.7396121883656507e-07,380.0
454,line,AC,BONB4-,DENN1-,0.0255,0.3658,12.2976,2570.0,2.533240997229917e-06,1.765927977839335e-07,380.0
455,line,AC,BONN3-,CUMB3-,0.4305,2.4371,0.5639,135.0,1.687742382271468e-05,2.9813019390581718e-06,380.0
456,line,AC,BONN3-,CUMB3-,0.4305,2.4371,0.5639,135.0,1.687742382271468e-05,2.9813019390581718e-06,380.0
457,line,AC,BONN3-,DENN1-,0.1878,0.4755,1.1901,240.0,3.2929362880886426e-06,1.3005540166204986e-06,380.0
458,line,AC,BONN3-,STIR3-,0.2591,1.8255,22.5303,238.0,1.2641966759002769e-05,1.7943213296398892e-06,380.0
459,line,AC,BONN3-,STIR3-,0.2591,1.8255,22.5303,238.0,1.2641966759002769e-05,1.7943213296398892e-06,380.0
460,line,AC,BONN3-,DENN1-,0.0183,0.1734,4.382,722.0,1.2008310249307479e-06,1.2673130193905819e-07,380.0
461,line,AC,BONN3-,DENN1-,0.0181,0.1709,3.8346,722.0,1.1835180055401662e-06,1.2534626038781163e-07,380.0
462,line,AC,BRAP3-,ERSK3-,0.4479,1.0975,12.4447,121.0,7.600415512465373e-06,3.1018005540166207e-06,380.0
463,line,AC,BRAP3-,ERSK3-,0.4955,1.1727,12.9637,102.0,8.121191135734072e-06,3.431440443213296e-06,380.0
