name,component,carrier,bus0,bus1,r,x,b,s_nom,x_pu_eff,r_pu_eff,v_nom
928,line,AC,CITR11,PUDM41,0.0066,0.0598,131.22,1282.0,4.1412742382271467e-07,4.570637119113573e-08,380.0
929,line,AC,CITR11,LODR61,0.0065,0.0594,130.374,1282.0,4.113573407202216e-07,4.501385041551246e-08,380.0
930,line,AC,CITR11,LODR61,0.0061,0.0556,121.968,1282.0,3.850415512465374e-07,4.224376731301939e-08,380.0
931,line,AC,CITR11,WHAM4B,0.0085,0.077,169.02,1282.0,5.332409972299169e-07,5.886426592797784e-08,380.0
932,line,AC,CLEH41,KEMS4B,0.021,0.259,8.1013,3102.0,1.793628808864266e-06,1.4542936288088643e-07,380.0
933,line,AC,CONQ11,DAIN41,0.094,1.1575,36.2038,3102.0,8.015927977839335e-06,6.509695290858726e-07,380.0
934,line,AC,CONQ11,DAIN41,0.0938,1.1562,36.2009,3102.0,8.006925207756233e-06,6.49584487534626e-07,380.0
935,line,AC,CONQ11,FLIB41,0.0022,0.05,43.9195,1438.0,3.462603878116344e-07,1.5235457063711913e-08,380.0
936,line,AC,CONQ11,FLIB41,0.0022,0.0485,42.5749,1438.0,3.3587257617728535e-07,1.5235457063711913e-08,380.0
937,line,AC,CONQ11,PENM4A,0.0329,0.528,22.2116,2665.0,3.656509695290859e-06,2.2783933518005539e-07,380.0
938,line,AC,CONQ11,PENM4B,0.0329,0.528,22.2116,2665.0,3.656509695290859e-06,2.2783933518005539e-07,380.0
939,line,AC,CONQ11,TREU4A,0.0245,0.2802,8.4568,2397.0,1.940443213296399e-06,1.6966759002770084e-07,380.0
940,line,AC,CONQ11,TREU4B,0.0245,0.2802,8.4568,2212.0,1.940443213296399e-06,1.6966759002770084e-07,380.0
941,line,AC,COSO41,RAYM11,0.0217,0.2698,8.2601,3075.0,1.8684210526315788e-06,1.5027700831024931e-07,380.0
942,line,AC,COSO41,TILB11,0.0193,0.24,7.3306,2423.0,1.6620498614958449e-06,1.3365650969529087e-07,380.0
943,line,AC,COTT41,KEAD11,0.0592,0.6828,20.0931,2212.0,4.728531855955678e-06,4.0997229916897507e-07,380.0
944,line,AC,COTT41,KEAD11,0.0595,0.6858,20.1792,2212.0,4.749307479224377e-06,4.1204986149584484e-07,380.0
945,line,AC,COTT41,MARH4B,0.1772,1.9852,59.1294,2009.0,1.3747922437673131e-05,1.227146814404432e-06,380.0
946,line,AC,COTT41,RYHA4A,0.0834,1.3374,50.6872,2779.0,9.261772853185595e-06,5.775623268698061e-07,380.0
947,line,AC,COTT41,STAY4A,0.0506,0.5544,21.5604,2212.0,3.839335180055402e-06,3.5041551246537394e-07,380.0
948,line,AC,COTT42,RYHA4B,0.0834,1.3361,50.638,2779.0,9.252770083102494e-06,5.775623268698061e-07,380.0
949,line,AC,COTT42,STAY4A,0.0441,0.5297,16.7334,2212.0,3.668282548476454e-06,3.054016620498615e-07,380.0
950,line,AC,COTT42,WBUR11,0.0105,0.1321,3.9942,3326.0,9.148199445983379e-07,7.271468144044322e-08,380.0
951,line,AC,COVE11,NECH11,0.0619,1.1211,9.699,1204.0,7.763850415512465e-06,4.286703601108033e-07,380.0
952,line,AC,COVE11,RATS2A,0.2171,2.6384,23.342,1000.0,1.827146814404432e-05,1.5034626038781162e-06,380.0
953,line,AC,COWL11,CULJ4A,0.007,0.113,4.2822,2771.0,7.825484764542936e-07,4.847645429362881e-08,380.0
954,line,AC,COWL11,MILP31,0.0125,0.2001,7.5827,2779.0,1.3857340720221606e-06,8.65650969529086e-08,380.0
955,line,AC,COWL11,ECLA11,0.0394,0.6314,23.9301,2779.0,4.3725761772853185e-06,2.7285318559556784e-07,380.0
956,line,AC,COWL11,LEIB4A,0.0537,0.9095,34.8191,2779.0,6.2984764542936285e-06,3.718836565096953e-07,380.0
957,line,AC,COWL11,MITY11,0.1418,1.8493,98.0711,1180.0,1.2806786703601108e-05,9.81994459833795e-07,380.0
958,line,AC,COWL11,PORH11,0.113,1.6366,92.0801,1180.0,1.1333795013850416e-05,7.825484764542936e-07,380.0
959,line,AC,COWT2A,PYLE11,0.1334,0.9291,6.3441,932.0,6.4342105263157896e-06,9.238227146814404e-07,380.0
960,line,AC,CREB2A,HEDO21,0.0564,0.7587,6.312,1749.0,5.25415512465374e-06,3.9058171745152354e-07,380.0
961,line,AC,CREB2B,SAEN11,0.0564,0.7587,6.312,1749.0,5.25415512465374e-06,3.9058171745152354e-07,380.0
964,line,AC,CREB11,THTO41,0.0264,0.512,20.0362,3075.0,3.5457063711911357e-06,1.8282548476454293e-07,380.0
965,line,AC,CREB11,THTO42,0.0263,0.5096,19.9438,3075.0,3.5290858725761774e-06,1.8213296398891968e-07,380.0
966,line,AC,CULJ4A,MILP31,0.0053,0.0852,3.2288,2771.0,5.900277008310249e-07,3.670360110803324e-08,380.0
967,line,AC,DAIN41,MACC31,0.0541,0.6511,66.8001,2397.0,4.5090027700831024e-06,3.746537396121884e-07,380.0
968,line,AC,DAMC41,KINO11,0.0001,0.0005,2.6467,1528.0,3.4626038781163434e-09,6.925207756232687e-10,380.0
969,line,AC,MILP31,MILP31,0.0063,0.5,0.0001,2640.0,3.4626038781163433e-06,4.362880886426593e-08,380.0
970,line,AC,DINO41,PENT11,0.0075,0.1184,215.24,1604.0,8.199445983379501e-07,5.193905817174515e-08,380.0
971,line,AC,DINO41,PENT11,0.0093,0.1402,126.9578,1623.0,9.709141274238227e-07,6.440443213296398e-08,380.0
972,line,AC,DRAK11,BUST11,0.0375,0.6017,22.8026,1203.0,4.166897506925208e-06,2.5969529085872575e-07,380.0
973,line,AC,DRAK11,BUST11,0.0375,0.6007,22.7664,2779.0,4.159972299168975e-06,2.5969529085872575e-07,380.0
974,line,AC,DRAK11,HAMH2A,0.0534,0.5857,17.0575,2009.0,4.056094182825485e-06,3.698060941828255e-07,380.0
975,line,AC,DRAK11,OLDB11,0.0921,0.9799,36.5074,1169.0,6.78601108033241e-06,6.378116343490305e-07,380.0
976,line,AC,DRAK11,RATS11,0.0582,0.6532,19.1262,2009.0,4.523545706371191e-06,4.030470914127424e-07,380.0
977,line,AC,DRAK11,RUGE11,0.0379,0.4173,12.1495,2009.0,2.8898891966759004e-06,2.6246537396121886e-07,380.0
978,line,AC,DRAK11,WILL11,0.0308,0.337,9.8147,2009.0,2.3337950138504156e-06,2.1329639889196677e-07,380.0
979,line,AC,DRAX11,CAML61,0.006,2.0,0.0001,1769.0,1.3850415512465373e-05,4.155124653739612e-08,380.0
980,line,AC,DRAX11,EGGB42,0.0128,0.2017,30.2999,2089.0,1.396814404432133e-06,8.86426592797784e-08,380.0
981,line,AC,DRAX11,FENW4A,0.0146,0.2338,8.8618,3180.0,1.6191135734072023e-06,1.0110803324099723e-07,380.0
982,line,AC,DRAX11,THTO42,0.0198,0.3877,15.2046,3820.0,2.6849030470914127e-06,1.3711911357340722e-07,380.0
983,line,AC,CAML61,EGGB41,0.0124,0.1983,7.2605,2973.0,1.373268698060942e-06,8.587257617728532e-08,380.0
984,line,AC,CAML61,THOM61,0.0311,0.3992,13.6444,2981.0,2.7645429362880885e-06,2.1537396121883657e-07,380.0
985,line,AC,CAML61,THTO41,0.0198,0.3877,15.2046,3820.0,2.6849030470914127e-06,1.3711911357340722e-07,380.0
986,line,AC,DUNG21,NINF11,0.0391,0.7571,29.6278,3065.0,5.2430747922437675e-06,2.7077562326869807e-07,380.0
987,line,AC,DUNG21,NINF11,0.0391,0.7567,29.6111,3066.0,5.240304709141275e-06,2.7077562326869807e-07,380.0
988,line,AC,DUNG21,SELL4E,0.0395,0.4871,15.2346,3066.0,3.3732686980609416e-06,2.735457063711911e-07,380.0
989,line,AC,DUNG21,SELL4F,0.0396,0.4874,15.2441,3066.0,3.3753462603878117e-06,2.7423822714681445e-07,380.0
990,line,AC,EALI61,LALE11,0.0531,0.3912,167.2896,524.0,2.709141274238227e-06,3.677285318559557e-07,380.0
991,line,AC,EALI61,LALE11,0.0531,0.3912,167.2896,525.0,2.709141274238227e-06,3.677285318559557e-07,380.0
992,line,AC,EALI61,WISD2A,0.0121,0.1391,61.5397,750.0,9.632963988919668e-07,8.37950138504155e-08,380.0
993,line,AC,EASO12,WYMO11,0.0383,0.6135,23.2517,2779.0,4.2486149584487535e-06,2.652354570637119e-07,380.0
994,line,AC,EASO11,RYHA4B,0.0638,1.0222,38.7404,2779.0,7.0789473684210524e-06,4.418282548476454e-07,380.0
995,line,AC,EASO4B,RYHA4A,0.064,1.0253,38.8593,2779.0,7.1004155124653745e-06,4.4321329639889196e-07,380.0
996,line,AC,EASO4B,WYMO11,0.0383,0.6135,23.2517,2779.0,4.2486149584487535e-06,2.652354570637119e-07,380.0
997,line,AC,ECLA11,LEIB4B,0.0141,0.2745,10.7511,2779.0,1.9009695290858728e-06,9.764542936288089e-08,380.0
998,line,AC,ECLA11,PAFB4A,0.0814,0.8898,25.9172,2009.0,6.1620498614958454e-06,5.637119113573408e-07,380.0
999,line,AC,ECLA11,PAFB4B,0.0817,0.8931,26.0131,2009.0,6.184903047091413e-06,5.657894736842105e-07,380.0
1000,line,AC,EGGB41,MONF21,0.0113,0.1804,6.836,1970.0,1.2493074792243767e-06,7.825484764542936e-08,380.0
1001,line,AC,EGGB41,ROCH11,0.1416,1.6214,64.456,1239.0,1.1228531855955678e-05,9.806094182825484e-07,380.0
1002,line,AC,EGGB41,THOM61,0.0293,0.4897,21.8489,2217.0,3.391274238227147e-06,2.0290858725761773e-07,380.0
1003,line,AC,EGGB42,FERR22,0.0128,0.2063,7.8228,2779.0,1.4286703601108034e-06,8.86426592797784e-08,380.0
1004,line,AC,EGGB42,MONF21,0.0113,0.1804,6.836,2779.0,1.2493074792243767e-06,7.825484764542936e-08,380.0
1005,line,AC,EGGB42,STSB4A,0.052,0.8361,31.7071,2779.0,5.7901662049861495e-06,3.601108033240997e-07,380.0
1006,line,AC,ELLA11,FERR22,0.1573,1.8245,13.1474,1324.0,1.2635041551246537e-05,1.0893351800554017e-06,380.0
1007,line,AC,ELLA11,KIRK11,0.1618,1.5765,64.0738,762.0,1.0917590027700831e-05,1.1204986149584487e-06,380.0
1008,line,AC,ELLA11,STAL11,0.1647,1.6624,10.8691,955.0,1.1512465373961219e-05,1.1405817174515236e-06,380.0
1009,line,AC,ELST12,HEND11,0.08099999999999999,0.634,16.009999999999998,299.0,4.390581717451523e-06,5.609418282548475e-07,380.0
1010,line,AC,ELST12,MILH11,0.0548,0.3963,55.677,524.0,2.7444598337950137e-06,3.795013850415513e-07,380.0
1011,line,AC,ELST12,MILH12,0.0546,0.3952,55.2004,524.0,2.736842105263158e-06,3.781163434903047e-07,380.0
1012,line,AC,ELST12,WARL11,0.2449,2.4665,19.2619,762.0,1.708102493074792e-05,1.6959833795013852e-06,380.0
1013,line,AC,ELST12,WATS11,0.0254,0.2396,5.8016,762.0,1.6592797783933518e-06,1.7590027700831025e-07,380.0
1014,line,AC,ELST11,WARL11,0.2456,2.4772,22.8481,762.0,1.7155124653739612e-05,1.700831024930748e-06,380.0
1015,line,AC,ELST11,WATS11,0.0251,0.2347,3.8776,762.0,1.6253462603878115e-06,1.7382271468144044e-07,380.0
1016,line,AC,ELST12,ELST4A,0.0125,1.0,0.0001,2000.0,6.925207756232687e-06,8.65650969529086e-08,380.0
1017,line,AC,ELST12,LODR61,0.014,0.176,244.29,1767.0,1.218836565096953e-06,9.695290858725762e-08,380.0
1018,line,AC,ELST4A,SUND11,0.0749,0.6969,20.0233,1590.0,4.826177285318559e-06,5.186980609418282e-07,380.0
1019,line,AC,ELST12,SUND11,0.0747,0.6944,19.9464,1590.0,4.808864265927978e-06,5.173130193905817e-07,380.0
1020,line,AC,ENDE11,PAFB4A,0.0709,0.8051,24.2569,2009.0,5.575484764542937e-06,4.909972299168975e-07,380.0
1021,line,AC,ENDE11,PAFB4B,0.0709,0.8051,24.2569,2009.0,5.575484764542937e-06,4.909972299168975e-07,380.0
1022,line,AC,ENDE11,RATS11,0.0399,0.5872,26.8034,2779.0,4.066481994459834e-06,2.7631578947368417e-07,380.0
1023,line,AC,ENDE11,RATS11,0.0398,0.5862,26.7543,2779.0,4.059556786703601e-06,2.7562326869806095e-07,380.0
1024,line,AC,EXET11,TAUN11,0.0694,0.759,22.1074,2009.0,5.256232686980609e-06,4.806094182825485e-07,380.0
1025,line,AC,EXET11,TAUN11,0.0693,0.7582,22.0842,2009.0,5.250692520775623e-06,4.799168975069252e-07,380.0
1026,line,AC,FAWL11,MANN11,0.0646,0.9849,77.9055,2779.0,6.820637119113574e-06,4.473684210526316e-07,380.0
1027,line,AC,FAWL11,MAWO41,0.0214,0.3062,13.1667,2423.0,2.120498614958449e-06,1.4819944598337949e-07,380.0
1028,line,AC,FECK61,HAMH2A,0.078,0.8621,25.1018,2009.0,5.9702216066481994e-06,5.401662049861496e-07,380.0
1029,line,AC,FECK61,IRON11,0.123,1.3148,38.3377,2009.0,9.105263157894737e-06,8.518005540166205e-07,380.0
1030,line,AC,FECK61,MITY11,0.1527,1.5677,45.4527,1967.0,1.0856648199445984e-05,1.0574792243767313e-06,380.0
1031,line,AC,FECK61,PORH11,0.1237,1.3527,39.4005,1967.0,9.367728531855955e-06,8.566481994459834e-07,380.0
1032,line,AC,FENW4A,KEAD11,0.0198,0.2161,24.6399,3075.0,1.4965373961218835e-06,1.3711911357340722e-07,380.0
1033,line,AC,FENW4A,THOM2A,0.0165,0.1653,4.7826,2009.0,1.1447368421052632e-06,1.1426592797783934e-07,380.0
1034,line,AC,FERR11,MONF21,0.0103,0.1651,1.3966,1372.0,1.1433518005540165e-06,7.132963988919668e-08,380.0
1035,line,AC,FERR11,SKLG11,0.0991,0.9874,9.8077,865.0,6.8379501385041555e-06,6.862880886426592e-07,380.0
1036,line,AC,FERR22,FERR2B,0.002,0.0234,1.3262,1031.0,1.6204986149584488e-07,1.3850415512465374e-08,380.0
1037,line,AC,FERR11,FERR11,0.0013,0.0216,0.1825,1381.0,1.4958448753462604e-07,9.002770083102493e-09,380.0
1038,line,AC,FERR11,MONF22,0.009,0.1444,1.2212,1204.0,1e-06,6.232686980609418e-08,380.0
1039,line,AC,FERR2B,SKLG11,0.0975,0.9671,8.7544,865.0,6.697368421052631e-06,6.75207756232687e-07,380.0
1040,line,AC,FFES21,TRAW11,0.0771,0.3081,2.8868,480.0,2.133656509695291e-06,5.339335180055401e-07,380.0
1041,line,AC,FFES22,TRAW11,0.0772,0.3075,2.0153,551.0,2.129501385041551e-06,5.346260387811635e-07,380.0
1042,line,AC,FIDF11,FIDF11,0.0125,1.0,0.0001,750.0,6.925207756232687e-06,8.65650969529086e-08,380.0
1043,line,AC,FIDF11,FIDF11,0.0125,1.0,0.0001,750.0,6.925207756232687e-06,8.65650969529086e-08,380.0
1044,line,AC,FIDF11,FROD11,0.021,0.3366,2.8484,1316.0,2.3310249307479227e-06,1.4542936288088643e-07,380.0
1045,line,AC,FIDF11,FROD11,0.021,0.3366,2.8484,1316.0,2.3310249307479227e-06,1.4542936288088643e-07,380.0
1046,line,AC,FIDF11,RAIN11,0.0183,0.2678,2.7299,1316.0,1.8545706371191135e-06,1.2673130193905819e-07,380.0
1047,line,AC,FIDF11,RAIN11,0.0183,0.2678,2.7299,1316.0,1.8545706371191135e-06,1.2673130193905819e-07,380.0
1048,line,AC,FLEE11,LOVE11,0.064,0.7885,24.661,3140.0,5.460526315789473e-06,4.4321329639889196e-07,380.0
1049,line,AC,FLEE11,LOVE11,0.064,0.7885,24.661,3048.0,5.460526315789473e-06,4.4321329639889196e-07,380.0
1050,line,AC,FOUR31,HARK24,0.3289,2.3608,15.2112,854.0,1.6349030470914128e-05,2.277700831024931e-06,380.0
1051,line,AC,FOUR31,STEN11,0.1637,1.1751,7.5717,854.0,8.13781163434903e-06,1.133656509695291e-06,380.0
1052,line,AC,FROD11,ROCK1A,0.0022,0.0238,0.6917,1100.0,1.6481994459833796e-07,1.5235457063711913e-08,380.0
1057,line,AC,GRAI11,GRAI11,0.0027,2.3091,0.0001,2002.0,1.5990997229916897e-05,1.8698060941828255e-08,380.0
1058,line,AC,GRAI11,GRAI11,0.0001,0.0001,0.0001,3326.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1059,line,AC,GRAI11,GRAI11,0.0001,0.0001,0.0001,3326.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1060,line,AC,GRAI11,GRAI11,0.0001,0.0001,0.0001,3326.0,6.925207756232687e-10,6.925207756232687e-10,380.0
1061,line,AC,GRAI11,KEMS11,0.0106,0.1512,34.7588,2643.0,1.0470914127423823e-06,7.340720221606648e-08,380.0
1062,line,AC,GRAI11,KEMS11,0.0106,0.1512,34.7588,2643.0,1.0470914127423823e-06,7.340720221606648e-08,380.0
1063,line,AC,GRAI11,KINO11,0.0126,0.2028,18.5632,3326.0,1.404432132963989e-06,8.725761772853186e-08,380.0
1064,line,AC,GRAI11,MEDW41,0.0054,0.0513,1.3945,1390.0,3.552631578947368e-07,3.739612188365651e-08,380.0
1065,line,AC,GRAI11,TILB13,0.0302,0.4832,61.2333,2003.0,3.3462603878116346e-06,2.0914127423822716e-07,380.0
1066,line,AC,GREN11,MARH4A,0.0522,0.5717,16.6594,2514.0,3.959141274238227e-06,3.614958448753463e-07,380.0
1067,line,AC,GREN11,MARH4B,0.052,0.5682,16.5517,2009.0,3.934903047091413e-06,3.601108033240997e-07,380.0
1068,line,AC,GREN11,MILL4A,0.0473,0.5173,15.0681,2009.0,3.582409972299169e-06,3.275623268698061e-07,380.0
1069,line,AC,GREN11,MILL4B,0.0473,0.5173,15.0681,2009.0,3.582409972299169e-06,3.275623268698061e-07,380.0
1070,line,AC,GRIW11,KEAD11,0.047,0.873,32.3362,3075.0,6.0457063711911354e-06,3.254847645429363e-07,380.0
1071,line,AC,GRIW11,SHBA41,0.0127,0.2284,8.1498,2860.0,1.5817174515235457e-06,8.795013850415512e-08,380.0
1072,line,AC,GRSA21,LACK2A,0.0049,0.0466,1.8737,1175.0,3.227146814404432e-07,3.393351800554017e-08,380.0
1073,line,AC,GRSA21,LACK2B,0.0049,0.0466,1.8737,1129.0,3.227146814404432e-07,3.393351800554017e-08,380.0
1074,line,AC,GRSA21,GRST61,0.0001,0.011,0.0001,207.0,7.617728531855956e-08,6.925207756232687e-10,380.0
1075,line,AC,GRSA21,GRST61,0.0001,0.011,0.0001,207.0,7.617728531855956e-08,6.925207756232687e-10,380.0
1076,line,AC,GRSB21,LACK2B,0.0031,0.0298,1.7716,1129.0,2.0637119113573409e-07,2.146814404432133e-08,380.0
1077,line,AC,GRSB21,LACK2C,0.0031,0.0298,1.7716,1129.0,2.0637119113573409e-07,2.146814404432133e-08,380.0
1078,line,AC,GRSB21,GRST61,0.0001,0.011,0.0001,198.0,7.617728531855956e-08,6.925207756232687e-10,380.0
1079,line,AC,GRSB21,GRST61,0.0001,0.011,0.0001,206.0,7.617728531855956e-08,6.925207756232687e-10,380.0
1080,line,AC,HACK61,TOTT2B,0.0268,0.2517,4.735,1093.0,1.743074792243767e-06,1.85595567867036e-07,380.0
1081,line,AC,HACK61,TOTT2A,0.0268,0.2517,4.735,1093.0,1.743074792243767e-06,1.85595567867036e-07,380.0
1082,line,AC,HACK11,ISLI11,0.0043,0.0827,72.4072,1770.0,5.727146814404432e-07,2.9778393351800553e-08,380.0
1083,line,AC,HACK11,ISLI11,0.0043,0.0827,72.4072,1770.0,5.727146814404432e-07,2.9778393351800553e-08,380.0
1084,line,AC,HACK11,WHAM11,0.0049,0.0904,101.6264,1857.0,6.260387811634349e-07,3.393351800554017e-08,380.0
1085,line,AC,HACK11,WHAM11,0.0049,0.0904,101.6264,1857.0,6.260387811634349e-07,3.393351800554017e-08,380.0
1086,line,AC,HAKB1-,HARK13,0.7047,2.0317,0.451,132.0,1.406994459833795e-05,4.880193905817175e-06,380.0
1087,line,AC,HAKB4-,HARK11,0.0157,0.1946,5.7661,2169.0,1.347645429362881e-06,1.0872576177285317e-07,380.0
1088,line,AC,HAKB4B,HARK11,0.0157,0.1946,5.7661,2170.0,1.347645429362881e-06,1.0872576177285317e-07,380.0
1095,line,AC,HAMH1A,LEMR11,0.016,0.098,1.942,30.0,6.786703601108034e-07,1.1080332409972299e-07,380.0
1096,line,AC,HAMH1B,LEMR11,0.027,0.129,0.42400099999999996,30.0,8.933518005540167e-07,1.8698060941828253e-07,380.0
1097,line,AC,HAMH2A,NECH11,0.0239,0.3843,3.2511,1362.0,2.6613573407202214e-06,1.6551246537396123e-07,380.0
1098,line,AC,HAMH2A,WILL11,0.1206,1.5777,77.2944,2009.0,1.092590027700831e-05,8.35180055401662e-07,380.0
1099,line,AC,HARK13,JUNV1-,1.194,2.729,0.743,132.0,1.8898891966759003e-05,8.268698060941827e-06,380.0
1100,line,AC,HARK11,HARK11,0.0001,0.0013,0.258,953.0,9.002770083102493e-09,6.925207756232687e-10,380.0
1101,line,AC,HARK11,HARK23,0.0001,0.3174,0.0001,1521.0,2.198060941828255e-06,6.925207756232687e-10,380.0
1102,line,AC,HARK11,HARK24,0.0001,1.8512,0.0001,1524.0,1.281994459833795e-05,6.925207756232687e-10,380.0
1103,line,AC,HARK23,STEN11,0.4944,3.549,23.7211,774.0,2.4577562326869807e-05,3.4238227146814403e-06,380.0
1104,line,AC,HARK11,HUTT42,0.1269,1.564,48.8314,2771.0,1.0831024930747923e-05,8.78808864265928e-07,380.0
1105,line,AC,HARK11,HUTT43,0.1269,1.564,48.8314,2771.0,1.0831024930747923e-05,8.78808864265928e-07,380.0
1106,line,AC,HARM61,HATL21,0.0472,0.5702,3.9648,1093.0,3.948753462603879e-06,3.268698060941828e-07,380.0
1107,line,AC,HARM61,HAWP61,0.0584,0.7033,4.9126,1204.0,4.870498614958449e-06,4.044321329639889e-07,380.0
1108,line,AC,HATL21,HAWP2A,0.1066,1.2811,8.9228,1093.0,8.871883656509695e-06,7.382271468144045e-07,380.0
1109,line,AC,HATL21,SALH11,0.0327,0.3353,2.0878,1382.0,2.32202216066482e-06,2.2645429362880886e-07,380.0
1110,line,AC,HATL21,TODP61,0.0713,0.7756,5.0465,1381.0,5.371191135734072e-06,4.937673130193906e-07,380.0
1111,line,AC,HATL21,WBOL61,0.1929,2.0384,13.6728,1093.0,1.411634349030471e-05,1.3358725761772853e-06,380.0
1112,line,AC,HAWP61,NORT11,0.0719,1.1367,14.2369,908.0,7.871883656509696e-06,4.979224376731302e-07,380.0
1113,line,AC,HAWP61,OFFE31,0.0379,0.3948,2.6412,1093.0,2.7340720221606645e-06,2.6246537396121886e-07,380.0
1114,line,AC,HAWP2A,WBOL61,0.0705,0.7355,4.9196,1180.0,5.093490304709142e-06,4.882271468144043e-07,380.0
1115,line,AC,HAWP61,NORT11,0.0335,0.531,19.6771,2545.0,3.677285318559557e-06,2.3199445983379502e-07,380.0
1116,line,AC,HEDO21,SAES21,0.0017,0.0226,0.1876,1749.0,1.5650969529085872e-07,1.1772853185595568e-08,380.0
1117,line,AC,HEYS11,MIDL41,0.0008,0.0155,0.6049,3326.0,1.0734072022160665e-07,5.54016620498615e-09,380.0
1118,line,AC,HEYS11,QUER4B,0.0085,0.165,6.4553,3326.0,1.1426592797783935e-06,5.886426592797784e-08,380.0
1119,line,AC,ISLI11,LODR61,0.0037,0.0701,61.3846,1770.0,4.854570637119113e-07,2.562326869806094e-08,380.0
1120,line,AC,ISLI11,LODR61,0.0037,0.0701,61.3846,1770.0,4.854570637119113e-07,2.562326869806094e-08,380.0
1121,line,AC,HIGM21,THUR2A,0.492,1.9585,12.7959,626.0,1.3563019390581717e-05,3.407202216066482e-06,380.0
1122,line,AC,HIGM21,WBUR41,0.0254,0.2958,13.2571,2212.0,2.048476454293629e-06,1.7590027700831025e-07,380.0
1123,line,AC,HIGM4A,STOB11,0.0722,0.7893,22.9886,2147.0,5.46606648199446e-06,5e-07,380.0
1124,line,AC,HINP21,MELK11,0.1564,1.7133,49.9342,2009.0,1.1864958448753464e-05,1.0831024930747923e-06,380.0
1125,line,AC,HINP21,SAFO41,0.0421,0.5575,219.4497,2009.0,3.860803324099723e-06,2.915512465373961e-07,380.0
1126,line,AC,HINP21,SHUR41,0.002,0.0238,0.6985,3100.0,1.6481994459833796e-07,1.3850415512465374e-08,380.0
1127,line,AC,HINP21,TAUN11,0.0484,0.5295,15.421,2212.0,3.6668975069252074e-06,3.35180055401662e-07,380.0
1129,line,AC,HURS1B,LITT2A,0.0288,0.2786,27.8693,864.0,1.929362880886427e-06,1.9944598337950138e-07,380.0
1130,line,AC,HURS1B,LITT2B,0.0288,0.2786,28.329,864.0,1.929362880886427e-06,1.9944598337950138e-07,380.0
1131,line,AC,HURS1B,NEWX11,0.0437,0.5007,221.4823,890.0,3.4674515235457068e-06,3.0263157894736846e-07,380.0
1132,line,AC,HURS1B,NEWX11,0.0422,0.4833,213.8038,890.0,3.346952908587258e-06,2.922437673130194e-07,380.0
1133,line,AC,HUTT11,HUTT42,0.0001,0.5114,0.0001,2771.0,3.541551246537396e-06,6.925207756232687e-10,380.0
1134,line,AC,HUTT11,HUTT43,0.0001,0.5114,0.0001,2771.0,3.541551246537396e-06,6.925207756232687e-10,380.0
1135,line,AC,HUTT11,QUER4A,0.0536,0.6617,20.6138,3102.0,4.582409972299168e-06,3.71191135734072e-07,380.0
1136,line,AC,HUTT11,QUER4B,0.0536,0.6617,20.6138,3102.0,4.582409972299168e-06,3.71191135734072e-07,380.0
1138,line,AC,INDQ11,LAND11,0.107,0.9921,28.4764,2199.0,6.870498614958448e-06,7.409972299168975e-07,380.0
1139,line,AC,INDQ11,LAND11,0.107,0.9921,28.4764,1389.0,6.870498614958448e-06,7.409972299168975e-07,380.0
1140,line,AC,IROA11,OLDS12,0.298,2.366,3.453,452.0,1.6385041551246537e-05,2.0637119113573407e-06,380.0
1141,line,AC,IROA12,OLDS12,0.297,2.3609999999999998,2.693,457.0,1.635041551246537e-05,2.056786703601108e-06,380.0
1142,line,AC,IROA11,MELK2A,0.1862,1.7591,10.7703,581.0,1.2182132963988921e-05,1.2894736842105264e-06,380.0
1143,line,AC,IROA11,MELK2B,0.1877,1.7704,15.6295,581.0,1.226038781163435e-05,1.2998614958448754e-06,380.0
1146,line,AC,IRON11,LEGA11,0.0991,1.1937,37.3273,2002.0,8.266620498614958e-06,6.862880886426592e-07,380.0
1147,line,AC,IRON11,PENN11,0.0574,0.5549,15.9851,1389.0,3.8427977839335175e-06,3.9750692520775625e-07,380.0
1148,line,AC,IRON11,PENN11,0.0488,0.491,14.2132,1590.0,3.4002770083102494e-06,3.379501385041551e-07,380.0
1149,line,AC,IRON11,RUGE11,0.1135,1.1701,33.9045,1389.0,8.103185595567867e-06,7.8601108033241e-07,380.0
1150,line,AC,IRON11,SHRE4A,0.0242,0.2909,9.0977,2397.0,2.0145429362880884e-06,1.67590027700831e-07,380.0
1151,line,AC,IVER11,NHYD61,0.06,0.3489,91.1847,419.0,2.4162049861495842e-06,4.155124653739612e-07,380.0
1152,line,AC,IVER11,WWEY11,0.0975,1.059,10.9579,960.0,7.333795013850415e-06,6.75207756232687e-07,380.0
1153,line,AC,IVER11,NHYD61,0.06,0.3489,91.1847,419.0,2.4162049861495842e-06,4.155124653739612e-07,380.0
1154,line,AC,IVER11,WATS11,0.0643,0.601,9.0158,776.0,4.162049861495845e-06,4.4529085872576173e-07,380.0
1155,line,AC,IVER11,WATS11,0.0642,0.5997,8.5049,776.0,4.153047091412743e-06,4.4459833795013846e-07,380.0
1156,line,AC,IVER2A,LALE11,0.0656,0.7143,9.2206,841.0,4.946675900277008e-06,4.542936288088643e-07,380.0
1157,line,AC,JORD31,NORL31,0.0109,0.0719,20.1177,419.0,4.979224376731302e-07,7.548476454293628e-08,380.0
