Line,component,carrier,bus0,bus1,r,x,b,s_nom,type,g,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,capital_cost,build_year,lifetime,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt
1147,line,AC,IRON41,PENN4A,0.0574,0.5549,15.9851,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,line,AC,IRON41,PENN4B,0.0488,0.491,14.2132,1590.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,line,AC,IRON41,RUGE41,0.1135,1.1701,33.9045,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,line,AC,IRON41,SHRE4A,0.0242,0.2909,9.0977,2397.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,line,AC,IVER21,NHYD2A,0.06,0.3489,91.1847,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,line,AC,IVER21,WWEY22,0.0975,1.059,10.9579,960.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,line,AC,IVER22,NHYD2B,0.06,0.3489,91.1847,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,line,AC,IVER22,WATS21,0.0643,0.601,9.0158,776.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,line,AC,IVER22,WATS22,0.0642,0.5997,8.5049,776.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,line,AC,IVER2A,LALE21,0.0656,0.7143,9.2206,841.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,line,AC,JORD21,NORL2B,0.0109,0.0719,20.1177,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,line,AC,KEAD42,WBUR42,0.0308,0.4944,18.7376,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,line,AC,KEAD43,KILL41,0.0403,0.7345,26.6033,3060.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,line,AC,KEAD43,WBUR41,0.0307,0.4916,18.6331,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,line,AC,KEAR21,WHGA21,0.0667,0.6208,6.5558,835.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,line,AC,KEAR21,WHGA21,0.0665,0.6177,5.3384,213.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,line,AC,KEAR41,PADI41,0.0567,0.7296,24.2055,2169.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,line,AC,KEMS41,LOFI4A,0.0623,0.726,23.0007,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,line,AC,KEMS41,LOFI4B,0.0617,0.7176,22.7061,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,line,AC,KENG41,SJOW41,0.0032,0.0564,52.0546,1327.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,line,AC,KENG41,SJOW41,0.0032,0.0562,51.9127,1327.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,line,AC,KENG41,WIMB41,0.0085,0.1557,134.5735,1770.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,line,AC,KENG41,WIMB41,0.0084,0.1541,133.1654,1770.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,line,AC,KENG41,WISD41,0.002,0.0347,32.0798,1770.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,line,AC,KENG41,WISD42,0.002,0.0353,32.6255,1770.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,line,AC,KIBY21,LISD21,0.0173,0.2966,60.8154,762.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,line,AC,KIBY21,LISD21,0.0228,0.2008,86.3283,762.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,line,AC,KIBY21,RAIN21,0.0258,0.3778,3.8519,1416.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,line,AC,KIBY21,RAIN21,0.0258,0.3778,3.8519,1416.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,line,AC,KIBY21,WASF2A,0.0414,0.4478,3.0891,1521.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,line,AC,KIBY21,WASF2B,0.0415,0.4491,3.0984,1521.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,line,AC,KILL41,KILL41,0.0,1.0,0.0,2750.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,line,AC,KILL41,SHBA41,0.0179,0.3134,10.7556,2860.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,line,AC,KINO41,KINO41,0.0027,2.0,0.0,2002.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,line,AC,KINO41,KINO41,0.0027,2.0,0.0,2002.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,line,AC,KINO41,NFLE41,0.0284,0.4216,15.2234,3102.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,line,AC,KINO41,SING41,0.0192,0.3076,11.6582,2889.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,line,AC,KINO41,TILB41,0.0181,0.2893,46.9053,2003.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,line,AC,KIRK2A,SKLG21,0.0146,0.2402,93.5689,762.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,line,AC,KITW21,OCKH21,0.0525,0.5743,6.2479,772.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,line,AC,KITW21,OLDB21,0.0301,0.3318,8.6639,667.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,line,AC,KNAR21,MONF21,0.2716,1.7712,11.0429,551.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,line,AC,KNAR21,POPP21,0.3299,2.3254,12.2192,551.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,line,AC,LACK21,TODP21,0.0212,0.2477,1.654,1408.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,line,AC,LACK41,SALH41,0.0184,0.2024,10.54,1831.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,line,AC,LACK41,THTO41,0.1057,1.6537,264.9969,2418.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,line,AC,LACK41,THTO42,0.1057,1.6537,264.9969,2418.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,line,AC,LAGA41,LAND41,0.0339,0.4081,12.7628,2423.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,line,AC,LAGA41,LAND42,0.0341,0.4108,12.8376,1389.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,line,AC,LALE21,WWEY2A,0.0317,0.3434,2.3695,1316.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,line,AC,LEGA41,TREU4A,0.0135,0.2316,7.3388,2860.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,line,AC,LEGA41,TREU4B,0.0135,0.2316,7.3388,2860.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,line,AC,LEGA4A,SHRE4A,0.075,0.9028,28.2295,2002.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,line,AC,LEIB4A,SUND42,0.0119,0.2311,9.0472,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,line,AC,LEIB4B,SUND41,0.0119,0.2311,9.0472,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,line,AC,LEIS11,SIZE11,0.0196,0.2155,4.8028,301.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,line,AC,LEIS11,SIZE12,0.0195,0.2154,4.8006,301.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,line,AC,LEIS11,SIZE1A,0.015,0.1655,3.6876,301.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,line,AC,LEIS11,SIZE1B,0.015,0.1655,3.6876,301.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,line,AC,LEIS4A,SIZE41,0.0009,0.0141,0.534,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,line,AC,LISD21,LISD2A,0.0173,1.387,0.0,750.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,line,AC,LITT41,LITT41,0.0007,0.0118,10.9152,2063.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,line,AC,LITT41,LOFI4A,0.0127,0.157,4.8712,3103.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,line,AC,LITT41,LOFI4B,0.0127,0.157,4.8712,3055.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,line,AC,LITT41,WTHU4E,0.0041,0.0575,21.3295,1936.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,line,AC,LITT41,WTHU4F,0.0041,0.0575,21.3295,1936.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,line,AC,LOFI4A,ROWD4A,0.0576,0.5347,15.3479,1590.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,line,AC,LOFI4B,ROWD4B,0.0576,0.5347,15.3479,1590.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,line,AC,LOVE41,NURS41,0.0396,0.6344,24.0461,2771.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,line,AC,LOVE41,NURS4A,0.0396,0.6344,24.0461,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,line,AC,MACC41,STAL4B,0.062,0.617,18.1761,1710.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,line,AC,MAGA21,PYLE21,0.0211,0.2537,1.7667,1204.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,line,AC,MANN41,MANN41,0.0,0.0,0.0,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,line,AC,MANN41,MANN41,0.0,0.0,0.0,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,line,AC,MANN41,NURS4A,0.0416,0.6467,62.4474,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,line,AC,MARH41,MARH4A,0.0,0.0,0.0,2860.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,line,AC,MARH42,MARH4B,0.0,0.0,0.0,2860.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,line,AC,MAWO41,NURS41,0.0093,0.1281,5.0417,2423.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,line,AC,MEDB4A,STEW41,0.0062,0.1202,4.705,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,line,AC,MEDB4A,STWB4R,0.0779,1.5089,59.0491,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,line,AC,MEDB4B,STEW41,0.0062,0.1202,4.705,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,line,AC,MEDB4B,STWB4Q,0.0779,1.5089,59.0491,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,line,AC,MELK41,MITY41,0.0511,0.5591,16.2853,2105.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,line,AC,MELK41,MITY41,0.051,0.5581,16.257,2105.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,line,AC,MELK41,SAFO41,0.1484,1.7246,252.3421,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,line,AC,MELK41,SEAB41,0.0598,0.9451,34.8897,2545.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,line,AC,MIDL41,QUER4A,0.0086,0.1667,6.5225,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,line,AC,MILL41,MILL4A,0.0006,0.0068,0.197,352.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,line,AC,MILL41,MILL4B,0.0006,0.0068,0.197,352.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,line,AC,MILL4A,SUND41,0.025,0.2736,7.9687,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,line,AC,MILL4B,SUND42,0.0254,0.2777,8.0872,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,line,AC,MONF22,POPP21,0.208,2.0034,8.337,682.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,line,AC,MONF41,PADI41,0.1064,1.6286,54.7416,2518.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,line,AC,NECT41,NECT4A,0.0,0.0,0.0,1364.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,line,AC,NECT41,NECT4B,0.0,0.0,0.0,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,line,AC,NECT4A,NORM41,0.0332,0.644,25.1993,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,line,AC,NECT4A,WALP41,0.0369,0.7148,27.9739,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,line,AC,NECT4B,NORM41,0.0332,0.644,25.1993,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,line,AC,NECT4B,WALP41,0.0369,0.7148,27.9739,3326.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,line,AC,NEEP21,PITS21,0.0214,0.1378,26.8236,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,line,AC,NEEP21,SHEC21,0.0234,0.1494,29.8542,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,line,AC,NEEP4A,STSB4B,0.0276,0.2627,7.1402,2779.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,line,AC,NEWX21,WIMB21,0.0273,0.3121,138.0617,827.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,line,AC,NEWX21,WIMB21,0.0273,0.3121,138.0617,819.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,line,AC,NFLE41,SING41,0.0093,0.114,3.5652,2889.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,line,AC,NFLE41,WTHU4A,0.0137,0.1494,4.3529,2004.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,line,AC,NFLE41,WTHU4B,0.0137,0.1494,4.3529,2004.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,line,AC,NORL2A,SHEC21,0.0192,0.1119,29.2487,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,line,AC,NORL2B,PITS21,0.0473,0.2752,71.9242,419.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,line,AC,NORM11,NOTR11,0.23600000000000002,0.7780020000000001,0.315,352.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,line,AC,NORM12,NOTR12,0.2362,0.7780020000000001,0.3149,324.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,line,AC,NORT21,SALH21,0.0464,0.526,3.2482,1381.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,line,AC,NORT41,OSBA41,0.1132,1.593,51.0467,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,line,AC,NORT41,OSBA42,0.1132,1.593,51.0467,2009.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,line,AC,NORT41,SALH42,0.022,0.2492,6.888,1831.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,line,AC,NORT41,SPEN41,0.0276,0.4062,12.7287,2545.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,line,AC,NORT41,SPEN42,0.0276,0.4062,12.7287,2545.0,,0.0,0.0,False,0.0,inf,1.0,0.0,0,inf,0.0,1.0,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
