nationalGridBmUnit,elexonBmUnit,fuelType,leadPartyName,bmUnitType,fpnFlag,longitude,latitude,name
ABERU-1,E_ABERDARE,,UK Power Reserve Limited,E,True,-3.44926,51.711177,ABERU-1
ABRBO-1,T_ABRBO-1,WIND,Aberdeen Offshore Wind Farm,T,True,-1.9728,57.2226,ABRBO-1
ABRTW-1,E_ABRTW-1,WIND,Npower Commercial Gas Limited,E,True,-3.988675,55.621764,ABRTW-1
ACHLW-1,C__PSMAR001,WIND,Smartestenergy Limited,S,True,-3.4565,58.4479,ACHLW-1
ACHRW-1,T_ACHRW-1,WIND,Mobius Renewables Gen. (GB2,T,True,-5.393722,56.34286,ACHRW-1
ACHYW-1,,WIND,,,,,,ACHYW-1
AFTOW-1,T_AFTOW-1,WIND,Afton Wind Farm Limited,T,True,-4.1691,55.3128,AFTOW-1
AG-ADL00B,V__BADEL001,,Adela Energy Ltd,V,True,,,AG-ADL00B
AG-ADL01M,V__MADEL001,,Adela Energy Ltd,V,True,,,AG-ADL01M
AG-ADL02G,V__GADEL001,,Adela Energy Ltd,V,True,,,AG-ADL02G
AG-ADL03E,V__EADEL001,,Adela Energy Ltd,V,True,,,AG-ADL03E
AG-ADL04H,V__JADEL001,,Adela Energy Ltd,V,True,,,AG-ADL04H
AG-ADL05H,V__HADEL002,,Adela Energy Ltd,V,True,,,AG-ADL05H
AG-AECO01,2__AECOT003,,The Renewable Energy Co Ltd,S,True,,,AG-AECO01
AG-AEDF01,2__ALOND001,,EDF Energy Customers Ltd,S,True,,,AG-AEDF01
AG-AEDF02,2__ALOND002,,EDF Energy Customers Ltd,S,True,,,AG-AEDF02
AG-AFLX01,2__AFLEX001,,Flexitricity Limited,S,True,,,AG-AFLX01
AG-AFLX02,2__AFLEX002,,Flexitricity Limited,S,True,,,AG-AFLX02
AG-AFLX03,2__AFLEX003,,Flexitricity Limited,S,True,,,AG-AFLX03
AG-AFLX04,2__AFLEX004,,Flexitricity Limited,S,True,,,AG-AFLX04
AG-AFLX05,2__AFLEX005,,Flexitricity Limited,S,True,,,AG-AFLX05
AG-ALIM01,2__ALIME000,,Limejump Energy Limited,G,False,,,AG-ALIM01
AG-ALIM02,2__AANGE001,,Limejump Energy Limited,S,False,,,AG-ALIM02
AG-ALIM03,2__AANGE002,,Limejump Energy Limited,S,True,,,AG-ALIM03
AG-ALIM04,2__AANGE003,,Limejump Energy Limited,S,False,,,AG-ALIM04
AG-ASTK01,2__ASTAT001,,Statkraft Markets Gmbh,S,True,,,AG-ASTK01
AG-ASTK02,2__ASTAT002,,Statkraft Markets Gmbh,S,True,,,AG-ASTK02
AG-ASTK03,2__ASTAT003,,Statkraft Markets Gmbh,S,True,,,AG-ASTK03
AG-ASTK04,2__ASTAT004,,Statkraft Markets Gmbh,S,True,,,AG-ASTK04
AG-ASTK05,2__ASTAT005,,Statkraft Markets Gmbh,S,True,,,AG-ASTK05
AG-AUKP01,2__AUKPR001,,UK Power Reserve Limited,S,True,,,AG-AUKP01
AG-BEDF01,2__BLOND001,,EDF Energy Customers Ltd,S,True,,,AG-BEDF01
AG-BEDF02,2__BLOND002,,EDF Energy Customers Ltd,S,True,,,AG-BEDF02
AG-BFLX01,2__BFLEX001,,Flexitricity Limited,S,True,,,AG-BFLX01
AG-BFLX02,2__BFLEX002,,Flexitricity Limited,S,True,,,AG-BFLX02
AG-BFLX03,2__BFLEX003,,Flexitricity Limited,S,True,,,AG-BFLX03
AG-BFLX04,2__BFLEX004,,Flexitricity Limited,S,True,,,AG-BFLX04
AG-BHAR01,2__BPOWQ001,,Hartree Partners Supply UK,S,True,,,AG-BHAR01
AG-BLIM01,2__BLIME000,,Limejump Energy Limited,G,False,,,AG-BLIM01
AG-BLIM02,2__BANGE001,,Limejump Energy Limited,S,False,,,AG-BLIM02
AG-BLIM03,2__BANGE002,,Limejump Energy Limited,S,False,,,AG-BLIM03
AG-BLIM04,2__BANGE003,,Limejump Energy Limited,S,False,,,AG-BLIM04
AG-BSMA01,2__BSMAR002,,Smartestenergy Limited,S,True,,,AG-BSMA01
AG-BSMA02,2__BSMAR003,,Smartestenergy Limited,S,True,,,AG-BSMA02
AG-BSTK01,2__BSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-BSTK01
AG-BSTK02,2__BSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-BSTK02
AG-BSTK03,2__BSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-BSTK03
AG-BUKP01,2__BUKPR001,,UK Power Reserve Limited,S,True,,,AG-BUKP01
AG-CBS02L,V__LCEND001,,Centrica Business Solutions UK,V,True,,,AG-CBS02L
AG-CBS05L,V__LCEND005,,Centrica Business Solutions UK,V,True,,,AG-CBS05L
AG-CBS06B,V__BCEND004,,Centrica Business Solutions UK,V,True,,,AG-CBS06B
AG-CBS07B,V__ECEND007,,Centrica Business Solutions UK,V,True,,,AG-CBS07B
AG-CBS08M,V__MCEND001,,Centrica Business Solutions UK,V,True,,,AG-CBS08M
AG-COCT00,2__CMRCY001,,Octopus Energy Limited,S,True,,,AG-COCT00
AG-CPAD01,2__CPADD001,,Fuse Energy Supply Limited,S,True,,,AG-CPAD01
AG-DEDF01,2__DLOND001,,EDF Energy Customers Ltd,S,True,,,AG-DEDF01
AG-DLIM01,2__DANGE001,,Limejump Energy Limited,S,False,,,AG-DLIM01
AG-DSMA01,2__DSMAE001,,Smartestenergy Limited,S,True,,,AG-DSMA01
AG-DSMA02,2__DSMAE002,,Smartestenergy Limited,S,True,,,AG-DSMA02
AG-DSTK01,2__DSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-DSTK01
AG-DSTK02,2__DSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-DSTK02
AG-DSTK03,2__DSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-DSTK03
AG-DSTK04,2__DSTAT004,,Statkraft Markets Gmbh,S,True,,,AG-DSTK04
AG-DUKP01,2__DUKPR001,,UK Power Reserve Limited,S,True,,,AG-DUKP01
AG-EEDF01,2__ELOND001,,EDF Energy Customers Ltd,S,True,,,AG-EEDF01
AG-EFLX01,2__EFLEX001,,Flexitricity Limited,S,True,,,AG-EFLX01
AG-EFLX02,2__EFLEX002,,Flexitricity Limited,S,True,,,AG-EFLX02
AG-EFLX03,2__EFLEX003,,Flexitricity Limited,S,True,,,AG-EFLX03
AG-EFLX04,2__EFLEX004,,Flexitricity Limited,S,True,,,AG-EFLX04
AG-ELIM01,2__ELIME000,,Limejump Energy Limited,G,False,,,AG-ELIM01
AG-ELIM02,2__EANGE001,,Limejump Energy Limited,S,False,,,AG-ELIM02
AG-ELIM03,2__EANGE002,,Limejump Energy Limited,S,False,,,AG-ELIM03
AG-ENX00A,V__AENEL001,,Enel X UK Limited,V,True,,,AG-ENX00A
AG-ERV01M,V__MEROV001,,Erova Energy Limited,V,True,,,AG-ERV01M
AG-ESMA01,2__ESMAR001,,Smartestenergy Limited,S,True,,,AG-ESMA01
AG-ESTK01,2__ESTAT001,,Statkraft Markets Gmbh,S,True,,,AG-ESTK01
AG-ESTK02,2__ESTAT002,,Statkraft Markets Gmbh,S,True,,,AG-ESTK02
AG-EUKP01,2__EUKPR001,,UK Power Reserve Limited,S,True,,,AG-EUKP01
AG-FEDF01,2__FLOND001,,EDF Energy Customers Ltd,S,True,,,AG-FEDF01
AG-FEDF02,2__FLOND002,,EDF Energy Customers Ltd,S,True,,,AG-FEDF02
AG-FFLX01,2__FFLEX001,,Flexitricity Limited,S,True,,,AG-FFLX01
AG-FLIM01,2__FANGE001,,Limejump Energy Limited,S,True,,,AG-FLIM01
AG-FLIM02,2__FANGE002,,Limejump Energy Limited,S,True,,,AG-FLIM02
AG-FLX00L,V__LFLEX001,,Flexitricity Limited,V,True,,,AG-FLX00L
AG-FLX01P,V__PFLEX001,,Flexitricity Limited,V,True,,,AG-FLX01P
AG-FLX02N,V__NFLEX001,,Flexitricity Limited,V,True,,,AG-FLX02N
AG-FLX03H,V__HFLEX001,,Flexitricity Limited,V,True,,,AG-FLX03H
AG-FLX04A,V__AFLEX001,,Flexitricity Limited,V,True,,,AG-FLX04A
AG-FLX04E,V__EFLEX001,,Flexitricity Limited,V,True,,,AG-FLX04E
AG-FLX06M,V__MFLEX001,,Flexitricity Limited,V,True,,,AG-FLX06M
AG-FLX07N,V__NFLEX002,,Flexitricity Limited,V,True,,,AG-FLX07N
AG-FLX09A,V__AFLEX002,,Flexitricity Limited,V,True,,,AG-FLX09A
AG-FSTK01,2__FSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-FSTK01
AG-FSTK02,2__FSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-FSTK02
AG-FSTK03,2__FSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-FSTK03
AG-GBL01B,V__BGBLO001,,GridBeyond Limited,V,True,,,AG-GBL01B
AG-GBL02E,V__EGBLO001,,GridBeyond Limited,V,False,,,AG-GBL02E
AG-GBL03F,V__FGBLO001,,GridBeyond Limited,V,False,,,AG-GBL03F
AG-GBL04M,V__MGBLO001,,GridBeyond Limited,V,False,,,AG-GBL04M
AG-GEDF01,2__GLOND001,,EDF Energy Customers Ltd,S,True,,,AG-GEDF01
AG-GEDF02,2__GLOND002,,EDF Energy Customers Ltd,S,True,,,AG-GEDF02
AG-GEDF03,2__GLOND003,,EDF Energy Customers Ltd,S,True,,,AG-GEDF03
AG-GFLX01,2__GFLEX001,,Flexitricity Limited,S,True,,,AG-GFLX01
AG-GFLX02,2__GFLEX002,,Flexitricity Limited,S,True,,,AG-GFLX02
AG-GFLX03,2__GFLEX003,,Flexitricity Limited,S,True,,,AG-GFLX03
AG-GLIM01,2__GANGE001,,Limejump Energy Limited,S,True,,,AG-GLIM01
AG-GLIM02,2__GANGE002,,Limejump Energy Limited,S,True,,,AG-GLIM02
AG-GLIM03,2__GANGE003,,Limejump Energy Limited,S,True,,,AG-GLIM03
AG-GLIM04,2__GANGE004,,Limejump Energy Limited,S,True,,,AG-GLIM04
AG-GLIM05,2__GANGE005,,Limejump Energy Limited,S,False,,,AG-GLIM05
AG-GLIM06,2__GANGE006,,Limejump Energy Limited,S,False,,,AG-GLIM06
AG-GSMA01,2__GSMAE001,,Smartestenergy Limited,S,True,,,AG-GSMA01
AG-GSMA02,2__GSMAR002,,Smartestenergy Limited,S,True,,,AG-GSMA02
AG-GSTK01,2__GSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-GSTK01
AG-GSTK02,2__GSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-GSTK02
AG-GSTK03,2__GSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-GSTK03
AG-GSTK04,2__GSTAT004,,Statkraft Markets Gmbh,S,True,,,AG-GSTK04
AG-GSTK05,2__GSTAT005,,Statkraft Markets Gmbh,S,True,,,AG-GSTK05
AG-GSTK06,2__GSTAT006,,Statkraft Markets Gmbh,S,True,,,AG-GSTK06
AG-GSTK07,2__GSTAT007,,Statkraft Markets Gmbh,S,True,,,AG-GSTK07
AG-GSTK08,2__GSTAT008,,Statkraft Markets Gmbh,S,True,,,AG-GSTK08
AG-GSTK09,2__GSTAT009,,Statkraft Markets Gmbh,S,True,,,AG-GSTK09
AG-GUKP01,2__GUKPR001,,UK Power Reserve Limited,S,True,,,AG-GUKP01
AG-GZP03K,V__KGAZP001,,SEFE Marketing & Trading LTD,V,True,,,AG-GZP03K
AG-GZP04K,V__KGAZP002,,SEFE Marketing & Trading LTD,V,True,,,AG-GZP04K
AG-GZP05E,V__EGAZP001,,SEFE Marketing & Trading LTD,V,True,,,AG-GZP05E
AG-GZP06B,V__BGAZP001,,SEFE Marketing & Trading LTD,V,True,,,AG-GZP06B
AG-GZP07G,V__GGAZP001,,SEFE Marketing & Trading LTD,V,True,,,AG-GZP07G
AG-GZP08M,V__MGAZP001,,SEFE Marketing & Trading LTD,V,True,,,AG-GZP08M
AG-HEDF01,2__HLOND001,,EDF Energy Customers Ltd,S,True,,,AG-HEDF01
AG-HEL00G,V__GHABI001,,Habitat Energy Limited,V,True,,,AG-HEL00G
AG-HEL01H,V__HHABI001,,Habitat Energy Limited,V,True,,,AG-HEL01H
AG-HEL0AG,V__GHABI002,,Habitat Energy Limited,V,True,,,AG-HEL0AG
AG-HEL0BA,V__AHABI003,,Habitat Energy Limited,V,True,,,AG-HEL0BA
AG-HEL0CP,V__PHABI004,OTHER,Habitat Energy Limited,V,True,,,AG-HEL0CP
AG-HEL0DN,V__NHABI005,OTHER,Habitat Energy Limited,V,True,,,AG-HEL0DN
AG-HFLX01,2__HFLEX001,,Flexitricity Limited,S,True,,,AG-HFLX01
AG-HLIM01,2__HANGE001,,Limejump Energy Limited,S,True,,,AG-HLIM01
AG-HLIM02,2__HANGE002,,Limejump Energy Limited,S,True,,,AG-HLIM02
AG-HLIM03,2__HANGE003,,Limejump Energy Limited,S,True,,,AG-HLIM03
AG-HLIM04,2__HANGE004,,Limejump Energy Limited,S,True,,,AG-HLIM04
AG-HLIM05,2__HANGE005,,Limejump Energy Limited,S,True,,,AG-HLIM05
AG-HSMA01,2__HSMAE001,,Smartestenergy Limited,S,True,,,AG-HSMA01
AG-HSTK01,2__HSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-HSTK01
AG-HSTK02,2__HSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-HSTK02
AG-HSTK03,2__HSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-HSTK03
AG-HSTK04,2__HSTAT004,,Statkraft Markets Gmbh,S,True,,,AG-HSTK04
AG-JEDF01,2__JLOND001,,EDF Energy Customers Ltd,S,True,,,AG-JEDF01
AG-JLIM01,2__JANGE001,,Limejump Energy Limited,S,False,,,AG-JLIM01
AG-JSTK01,2__JSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-JSTK01
AG-JSTK02,2__JSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-JSTK02
AG-JUKP01,2__JUKPR001,,UK Power Reserve Limited,S,True,,,AG-JUKP01
AG-KFLX01,2__KFLEX001,,Flexitricity Limited,S,True,,,AG-KFLX01
AG-KLIM01,2__KANGE001,,Limejump Energy Limited,S,True,,,AG-KLIM01
AG-KSTK01,2__KSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-KSTK01
AG-KUKP01,2__KUKPR001,,UK Power Reserve Limited,S,True,,,AG-KUKP01
AG-LEDF01,2__LLOND001,,EDF Energy Customers Ltd,S,True,,,AG-LEDF01
AG-LFLX01,2__LFLEX001,,Flexitricity Limited,S,True,,,AG-LFLX01
AG-LLIM01,2__LANGE001,,Limejump Energy Limited,S,True,,,AG-LLIM01
AG-LLIM02,2__LANGE002,,Limejump Energy Limited,S,True,,,AG-LLIM02
AG-LLIM03,2__LANGE003,,Limejump Energy Limited,S,True,,,AG-LLIM03
AG-LLT00B,V__BLEVE001,,Levelise Limited,V,True,,,AG-LLT00B
AG-LLT01H,V__HLEVE001,,Levelise Limited,V,True,,,AG-LLT01H
AG-LLT02L,V__LLEVE001,,Levelise Limited,V,True,,,AG-LLT02L
AG-LSTK01,2__LSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-LSTK01
AG-LSTK02,2__LSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-LSTK02
AG-LSTK03,2__LSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-LSTK03
AG-LUKP01,2__LUKPR001,,UK Power Reserve Limited,S,True,,,AG-LUKP01
AG-MECO01,2__MECOT003,,The Renewable Energy Co Ltd,S,True,,,AG-MECO01
AG-MFLX01,2__MFLEX001,,Flexitricity Limited,S,True,,,AG-MFLX01
AG-MFLX02,2__MFLEX002,,Flexitricity Limited,S,True,,,AG-MFLX02
AG-MFLX03,2__MFLEX003,,Flexitricity Limited,S,True,,,AG-MFLX03
AG-MFLX04,2__MFLEX004,,Flexitricity Limited,S,True,,,AG-MFLX04
AG-MLIM01,2__MANGE001,,Limejump Energy Limited,S,True,,,AG-MLIM01
AG-MLIM02,2__MANGE002,,Limejump Energy Limited,S,True,,,AG-MLIM02
AG-MLIM03,2__MANGE003,,Limejump Energy Limited,S,False,,,AG-MLIM03
AG-MSMA01,2__MSMAE001,,Smartestenergy Limited,S,True,,,AG-MSMA01
AG-MSMA02,2__MSMAE002,,Smartestenergy Limited,S,True,,,AG-MSMA02
AG-MSTK01,2__MSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-MSTK01
AG-MSTK02,2__MSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-MSTK02
AG-MSTK03,2__MSTAT003,,Statkraft Markets Gmbh,S,True,,,AG-MSTK03
AG-MUKP01,2__MUKPR001,,UK Power Reserve Limited,S,True,,,AG-MUKP01
AG-NEDF01,2__NLOND001,,EDF Energy Customers Ltd,S,True,,,AG-NEDF01
AG-NEDF02,2__NLOND002,,EDF Energy Customers Ltd,S,True,,,AG-NEDF02
AG-NEDF03,2__NLOND003,,EDF Energy Customers Ltd,S,True,,,AG-NEDF03
AG-NFLX01,2__NFLEX001,,Flexitricity Limited,S,True,,,AG-NFLX01
AG-NFLX02,2__NFLEX002,,Flexitricity Limited,S,True,,,AG-NFLX02
AG-NFLX03,2__NFLEX003,,Flexitricity Limited,S,True,,,AG-NFLX03
AG-NFLX04,2__NFLEX004,,Flexitricity Limited,S,True,,,AG-NFLX04
AG-NFLX05,2__NFLEX005,,Flexitricity Limited,S,True,,,AG-NFLX05
AG-NFLX06,2__NFLEX006,,Flexitricity Limited,S,True,,,AG-NFLX06
AG-NFLX07,2__NFLEX007,,Flexitricity Limited,S,True,,,AG-NFLX07
AG-NFLX08,2__NFLEX008,,Flexitricity Limited,S,True,,,AG-NFLX08
AG-NFLX09,2__NFLEX009,OTHER,Flexitricity Limited,S,True,,,AG-NFLX09
AG-NHAV01,2__NHPOW001,,Drax Energy Solutions Limited,S,True,,,AG-NHAV01
AG-NHAV02,2__NHPOW002,,Drax Energy Solutions Limited,S,True,,,AG-NHAV02
AG-NLIM01,2__NANGE001,,Limejump Energy Limited,S,True,,,AG-NLIM01
AG-NLIM02,2__NANGE002,,Limejump Energy Limited,S,True,,,AG-NLIM02
AG-NLIM03,2__NANGE003,,Limejump Energy Limited,S,True,,,AG-NLIM03
AG-NLIM04,2__NANGE004,,Limejump Energy Limited,S,False,,,AG-NLIM04
AG-NLIM05,2__NANGE005,,Limejump Energy Limited,S,False,,,AG-NLIM05
AG-NSMA01,2__NSMAR002,,Smartestenergy Limited,S,True,,,AG-NSMA01
AG-NSSE01,2__NIMPO001,,SSE Energy Supply Limited,S,True,,,AG-NSSE01
AG-NSTK01,2__NSTAT001,,Statkraft Markets Gmbh,S,True,,,AG-NSTK01
AG-NSTK02,2__NSTAT002,,Statkraft Markets Gmbh,S,True,,,AG-NSTK02
AG-PEDF01,2__PLOND001,OTHER,EDF Energy Customers Ltd,S,True,,,AG-PEDF01
AG-PFLX01,2__PFLEX001,OTHER,Flexitricity Limited,S,True,,,AG-PFLX01
AG-PSMA01,2__PSMAR001,,Smartestenergy Limited,S,True,,,AG-PSMA01
AG-REC05L,2__LECOT003,,The Renewable Energy Co Ltd,S,True,,,AG-REC05L
AG-REC06B,2__BECOT003,,The Renewable Energy Co Ltd,S,False,,,AG-REC06B
AG-WSP00H,V__HWELS001,,Welsh Power Group Limited,V,True,,,AG-WSP00H
AG-WSP01K,V__KWELS001,,Welsh Power Group Limited,V,True,,,AG-WSP01K
AG-WSP02K,V__KWELS002,,Welsh Power Group Limited,V,True,,,AG-WSP02K
AG-WSP03H,V__HWELS002,,Welsh Power Group Limited,V,True,,,AG-WSP03H
AG-WSP04G,V__GWELS001,,Welsh Power Group Limited,V,True,,,AG-WSP04G
AG-WSP05D,V__DWELS001,,Welsh Power Group Limited,V,True,,,AG-WSP05D
AG-WSP06D,V__DWELS002,,Welsh Power Group Limited,V,True,,,AG-WSP06D
AG-ZEN03J,V__JZENO001,,BESS Holdco 2 Limited,V,True,,,AG-ZEN03J
AG-ZEN06L,V__HBRIN003,,BESS Holdco 2 Limited,V,True,,,AG-ZEN06L
AIRSW-1,E_AIRSW-1,WIND,ENGIE Power Limited,E,True,-4.713441,54.970896,AIRSW-1
AJERE000,2__AJERE000,,Shell Energy UK Limited,G,False,,,AJERE000
AKGLD-2,T_AKGLD-2,,Aikengall 2 CWCL,T,False,,,AKGLD-2
AKGLW-1,,WIND,,,,,,AKGLW-1
AKGLW-2,T_AKGLW-2,WIND,Aikengall 2 CWCL,T,True,-2.492993,55.923317,AKGLW-2
AKGLW-3,T_AKGLW-3,WIND,Aikengall IIA CWC Limited,T,True,-2.492993,55.923317,AKGLW-3
ALCOA-1,E_ALCOA-1,,Conrad Energy (Trading) Ltd,E,True,,,ALCOA-1
ANGLD-1,T_ANGLD-1,,SSE Energy Supply Limited,T,False,,,ANGLD-1
ANSUW-1,T_ANSUW-1,WIND,Statkraft Markets Gmbh,T,True,-5.449219,56.065903,ANSUW-1
ARBRB-1,E_ARBRB-1,OTHER,Statkraft Markets Gmbh,E,True,,,ARBRB-1
ARCHW-1,T_ARCHW-1,WIND,SP Renewables (UK) Limited,T,True,-4.63623,55.14121,ARCHW-1
ARNKB-1,E_ARNKB-1,,Arenko Cleantech Limited,E,True,,,ARNKB-1
ARNKB-2,E_ARNKB-2,,Flexitricity Limited,E,True,,,ARNKB-2
ASHWW-1,E_ASHWW-1,WIND,Statkraft Markets Gmbh,E,True,-3.814161,55.51487,ASHWW-1
ASLVW-1,E_ASLVW-1,WIND,Npower Commercial Gas Limited,E,True,-4.825652,55.222814,ASLVW-1
BABAW-1,E_BABAW-1,WIND,Statkraft Markets Gmbh,E,True,-4.372559,58.430482,BABAW-1
BAGE-1,T_BAGE-1,CCGT,Baglan Operations Ltd,T,True,-5.031738,51.720223,BAGE-1
BAGE-2,T_BAGE-2,CCGT,Baglan Operations Ltd,T,True,-5.031738,51.720223,BAGE-2
BAGED-1,T_BAGED-1,,Baglan Operations Ltd,T,False,,,BAGED-1
BAGTD-1,T_BAGTD-1,,EDF Energy Customers Ltd,T,True,,,BAGTD-1
BARNB-1,E_BARNB-1,,SMS Energy Services Limited,E,True,,,BARNB-1
BBPG01,2__BBPGM001,,BP Gas Marketing Limited,S,True,,,BBPG01
BDCHW-1,T_BDCHW-1,WIND,RWE Generation UK plc,T,True,-3.4209,58.4194,BDCHW-1
BEATO-1,T_BEATO-1,WIND,Beatrice Offshore Windfarm Ltd,T,True,-3.07,58.1299,BEATO-1
BEATO-2,T_BEATO-2,WIND,Beatrice Offshore Windfarm Ltd,T,True,-3.07,58.1299,BEATO-2
BEATO-3,T_BEATO-3,WIND,Beatrice Offshore Windfarm Ltd,T,True,-3.07,58.1299,BEATO-3
BEATO-4,T_BEATO-4,WIND,Beatrice Offshore Windfarm Ltd,T,True,-3.07,58.1299,BEATO-4
BEINW-1,T_BEINW-1,WIND,Beinneun Wind Farm Ltd,T,True,-4.789059,57.17555556,BEINW-1
BETHW-1,E_BETHW-1,WIND,SP Renewables (UK) Limited,E,True,-4.42749,58.077876,BETHW-1
BFSE01,2__BFSEN005,,F & S Energy Ltd,S,True,,,BFSE01
BGLAW-1,,WIND,,,,,,BGLAW-1
BHLAW-1,T_BHLAW-1,WIND,SSE Generation Ltd,T,True,-4.668919,57.22303,BHLAW-1
BHOLB-1,E_BHOLB-1,,Tesla Motors Limited,E,True,,,BHOLB-1
BJERE000,2__BJERE000,,Shell Energy UK Limited,G,False,,,BJERE000
BLARW-1,E_BLARW-1,,Erova Energy Limited,E,True,,,BLARW-1
BLKWW-1,T_BLKWW-1,WIND,Blackcraig Wind Farm Limited,T,True,-4.033976,55.117955,BLKWW-1
BLLA-1,T_BLLA-1,WIND,SP Renewables (UK) Limited,T,True,-3.482666,55.590763,BLLA-1
BLLA-2,T_BLLA-2,WIND,SP Renewables (UK) Limited,T,True,-3.482666,55.590763,BLLA-2
BNAKW-1,,WIND,,,,,,BNAKW-1
BNWKW-1,E_BNWKW-1,WIND,Eneco Energy Trade,E,True,-3.21433,58.351973,BNWKW-1
BOULW-1,,WIND,,,,,,BOULW-1
BOWLW-1,T_BOWLW-1,WIND,Barrow Offshore Wind Limited,T,True,-3.283333,53.983333,BOWLW-1
BOYNW-1,,WIND,,,,,,BOYNW-1
BPGRD-1,T_BPGRD-1,,Grangemouth CHP Ltd,T,True,,,BPGRD-1
BPGRD-2,T_BPGRD-2,,Smartestenergy Limited,T,True,,,BPGRD-2
BRBEO-1,T_BRBEO-1,WIND,Burbo Extension Limited,T,True,-3.19582,53.487739,BRBEO-1
BRDUW-1,E_BRDUW-1,WIND,Erova Energy Limited,E,True,-3.361816,56.419978,BRDUW-1
BRGDG-1,2__MCNDL001,,NEAS Energy Ltd.,S,True,,,BRGDG-1
BRGG-1,E_BRGG-1,CCGT,CBS ENERGY STORAGE ASSETS LTD,E,True,-0.32959,53.442264,BRGG-1
BRIDU-1,E_BRIDGWTR,,UK Power Reserve Limited,E,True,-3.005964,51.127515,BRIDU-1
BRNLW-1,E_BRNLW-1,,ENGIE Power Limited,E,True,-2.374558,56.844014,BRNLW-1
BROAB-1,E_BROAB-1,,Tesla Motors Limited,E,True,,,BROAB-1
BROCW-1,T_BROCW-1,WIND,Smartestenergy Limited,T,True,,,BROCW-1
BROFB-1,E_BROFB-1,,SMS Energy Services Limited,E,False,,,BROFB-1
BROUD-1,E_BROUD-1,,Npower Commercial Gas Limited,E,True,,,BROUD-1
BRYBW-1,E_BRYBW-1,WIND,Statkraft Markets Gmbh,E,True,-3.966064,57.36209,BRYBW-1
BSPHM-1,E_BSPHM-1,,Conrad Energy (Trading) Ltd,E,True,,,BSPHM-1
BTNHL-1,E_BTNHL-1,,Conrad Energy (Trading) Ltd,E,False,,,BTNHL-1
BTUIW-1,,WIND,,,,,,BTUIW-1
BTUIW-2,E_BTUIW-2,WIND,SP Renewables (UK) Limited,E,True,-5.537109,55.683779,BTUIW-2
BTUIW-3,E_BTUIW-3,WIND,SP Renewables (UK) Limited,E,True,-5.537109,55.683779,BTUIW-3
BURBW-1,E_BURBO,WIND,Orsted Burbo (UK) Limited,E,True,-3.19582,53.487739,BURBW-1
BURGH-1,E_BURGH-1,,SSEPG (Operations) Ltd,E,True,,,BURGH-1
BURWB-1,E_BURWB-1,OTHER,SMS Energy Services Limited,E,True,,,BURWB-1
BURWS-1,T_BURWS-1,OTHER,EDF Energy Customers Ltd,T,True,,,BURWS-1
BUSTB-1,T_BUSTB-1,,Pivoted Power LLP,T,True,,,BUSTB-1
BUXTB-1,2__GFSEN100,,F & S Energy Ltd,S,True,,,BUXTB-1
CAIRW-2,2__PSTAT001,WIND,Statkraft Markets Gmbh,S,True,-3.063895,57.504968,CAIRW-2
CARR-1,T_CARR-1,CCGT,Carrington Power Ltd,T,True,-2.504883,53.455349,CARR-1
CARR-2,T_CARR-2,CCGT,Carrington Power Ltd,T,True,-2.504883,53.455349,CARR-2
CAS-BEU01,M_CAS-BEU01,NPSHYD,SSE Generation Ltd,T,True,-4.552586,57.444705,CAS-BEU01
CAS-CLU01,M_CAS-CLU01,NPSHYD,SSE Generation Ltd,T,True,-3.778355,56.716948,CAS-CLU01
CAS-CON01,M_CAS-CON01,NPSHYD,SSE Generation Ltd,T,True,-4.830066,57.619203,CAS-CON01
CAS-GAR01,M_CAS-GAR01,NPSHYD,SSE Generation Ltd,T,True,-5.289194,57.066143,CAS-GAR01
CAS-KIL01,M_CAS-KIL01,NPSHYD,SSE Generation Ltd,T,True,-4.307751,56.470679,CAS-KIL01
CAS-MOR01,M_CAS-MOR01,NPSHYD,SSE Generation Ltd,T,True,-4.962463,57.144936,CAS-MOR01
CASKD-1,T_CASKD-1,,Inovyn Chlor Energy LTD,T,True,,,CASKD-1
