nationalGridBmUnit,elexonBmUnit,fuelType,leadPartyName,bmUnitType,fpnFlag,longitude,latitude,name
IID-AXPO1,I_IID-AXPO1,,Axpo Solutions AG,I,True,,,IID-AXPO1
IID-BGSE1,I_IID-BGSE1,,Bord Gais Energy Limited,I,True,,,IID-BGSE1
IID-BRKF1,I_IID-BRKF1,,Orsted Renewable Supply 2 Ltd,I,True,,,IID-BRKF1
IID-DSKC1,I_IID-DSKC1,,Danske Commodities A/S,I,True,,,IID-DSKC1
IID-ELTR1,I_IID-ELTR1,,ElectroRoute Energy Trading,I,True,,,IID-ELTR1
IID-ENGI1,I_IID-ENGI1,,Energi Danmark A/S,I,True,,,IID-ENGI1
IID-ERVA1,I_IID-ERVA1,,Erova Energy Limited,I,True,,,IID-ERVA1
IID-ESBI1,I_IID-ESBI1,,ESBIG Trading Ltd,I,True,,,IID-ESBI1
IID-ESBI2,I_IID-ESBI2,,ESBIG Trading Ltd,I,True,,,IID-ESBI2
IID-INCM1,I_IID-INCM1,,IN COMMODITIES A/S,I,True,,,IID-INCM1
IID-LTFD1,I_IID-LTFD1,,LIGHTFIELD LTD,I,True,,,IID-LTFD1
IID-NSEN1,I_IID-NSEN1,,Centrica Energy Trading A/S,I,True,,,IID-NSEN1
IID-RWES1,I_IID-RWES1,,RWE Supply and Trading GmbH,I,True,,,IID-RWES1
IID-SEEL1,I_IID-SEEL1,,Shell Energy Europe Limited,I,True,,,IID-SEEL1
IID-STAT1,I_IID-STAT1,,Statkraft Markets Gmbh,I,True,,,IID-STAT1
IID-VAYU1,I_IID-VAYU1,,Naturgy Limited,I,True,,,IID-VAYU1
IID-VESL1,I_IID-VESL1,,VIRIDIAN ENERGY SUPPLY LTD,I,True,,,IID-VESL1
IIG-AXPO1,I_IIG-AXPO1,,Axpo Solutions AG,I,True,,,IIG-AXPO1
IIG-BGSE1,I_IIG-BGSE1,,Bord Gais Energy Limited,I,True,,,IIG-BGSE1
IIG-BRKF1,I_IIG-BRKF1,,Orsted Renewable Supply 2 Ltd,I,True,,,IIG-BRKF1
IIG-DSKC1,I_IIG-DSKC1,,Danske Commodities A/S,I,True,,,IIG-DSKC1
IIG-ELTR1,I_IIG-ELTR1,,ElectroRoute Energy Trading,I,True,,,IIG-ELTR1
IIG-ENGI1,I_IIG-ENGI1,,Energi Danmark A/S,I,True,,,IIG-ENGI1
IIG-ERVA1,I_IIG-ERVA1,,Erova Energy Limited,I,True,,,IIG-ERVA1
IIG-ESBI1,I_IIG-ESBI1,,ESBIG Trading Ltd,I,True,,,IIG-ESBI1
IIG-ESBI2,I_IIG-ESBI2,,ESBIG Trading Ltd,I,True,,,IIG-ESBI2
IIG-INCM1,I_IIG-INCM1,,IN COMMODITIES A/S,I,True,,,IIG-INCM1
IIG-LTFD1,I_IIG-LTFD1,,LIGHTFIELD LTD,I,True,,,IIG-LTFD1
IIG-NSEN1,I_IIG-NSEN1,,Centrica Energy Trading A/S,I,True,,,IIG-NSEN1
IIG-RWES1,I_IIG-RWES1,,RWE Supply and Trading GmbH,I,True,,,IIG-RWES1
IIG-SEEL1,I_IIG-SEEL1,,Shell Energy Europe Limited,I,True,,,IIG-SEEL1
IIG-STAT1,I_IIG-STAT1,,Statkraft Markets Gmbh,I,True,,,IIG-STAT1
IIG-VAYU1,I_IIG-VAYU1,,Naturgy Limited,I,True,,,IIG-VAYU1
IIG-VESL1,I_IIG-VESL1,,VIRIDIAN ENERGY SUPPLY LTD,I,True,,,IIG-VESL1
ILD-ALIP1,I_ILD-ALIP1,,Energetick ApS,I,True,,,ILD-ALIP1
ILD-ARON1,I_ILD-ARON1,,J.Aron & Company,I,True,,,ILD-ARON1
ILD-BKWE1,I_ILD-BKWE1,,BKW Energie AG,I,True,,,ILD-BKWE1
ILD-BPGM1,I_ILD-BPGM1,,BP Gas Marketing Limited,I,True,,,ILD-BPGM1
ILD-CBST1,I_ILD-CBST1,,Cobblestone Energy,I,True,,,ILD-CBST1
ILD-CENT1,I_ILD-CENT1,,Centrica Energy Limited,I,True,,,ILD-CENT1
ILD-CETL1,I_ILD-CETL1,,Conrad Energy (Trading) Ltd,I,True,,,ILD-CETL1
ILD-CEZC1,I_ILD-CEZC1,,CEZ A.S,I,True,,,ILD-CEZC1
ILD-CONS1,I_ILD-CONS1,,Constellation Generation LTD,I,True,,,ILD-CONS1
ILD-COPN1,I_ILD-COPN1,,Copenhagen Energy Trading A/S,I,True,,,ILD-COPN1
ILD-DARE1,I_ILD-DARE1,,Dare Power Ltd,I,True,,,ILD-DARE1
ILD-DMCC1,I_ILD-DMCC1,,Cobblestone Energy DMCC,I,True,,,ILD-DMCC1
ILD-DSKC1,I_ILD-DSKC1,,Danske Commodities A/S,I,True,,,ILD-DSKC1
ILD-DUEN1,I_ILD-DUEN1,,Duferco Energia S.p.A.,I,True,,,ILD-DUEN1
ILD-DUFE1,I_ILD-DUFE1,,DXT Commodities SA,I,True,,,ILD-DUFE1
ILD-DVAL1,I_ILD-DVAL1,,DVALIN ApS,I,True,,,ILD-DVAL1
ILD-EDFT1,I_ILD-EDFT1,,EDF TRADING LIMITED,I,True,,,ILD-EDFT1
ILD-EDMK1,I_ILD-EDMK1,,Energi Danmark A/S,I,True,,,ILD-EDMK1
ILD-ELTR1,I_ILD-ELTR1,,ElectroRoute Energy Trading,I,True,,,ILD-ELTR1
ILD-ENGM1,I_ILD-ENGM1,,ENGIE GLOBAL MARKETS,I,True,,,ILD-ENGM1
ILD-ENSC1,I_ILD-ENSC1,,EnSCo Energy Services Company,I,True,,,ILD-ENSC1
ILD-ENTC1,I_ILD-ENTC1,,Energetech Europe BV,I,True,,,ILD-ENTC1
ILD-EPCO1,I_ILD-EPCO1,,EP COMMODITIES A.S,I,True,,,ILD-EPCO1
ILD-EZCO1,I_ILD-EZCO1,,ENZEE Commodities A/S,I,True,,,ILD-EZCO1
ILD-GLEN1,I_ILD-GLEN1,,Glencore Energy UK Ltd,I,True,,,ILD-GLEN1
ILD-GNER1,I_ILD-GNER1,,Gnera Energia y Tecnologia S.L,I,True,,,ILD-GNER1
ILD-HART1,I_ILD-HART1,,HAPPGCO,I,True,,,ILD-HART1
ILD-HELI1,I_ILD-HELI1,,Helios Power Trading A/S,I,True,,,ILD-HELI1
ILD-INCM1,I_ILD-INCM1,,IN COMMODITIES A/S,I,True,,,ILD-INCM1
ILD-MCRA1,I_ILD-MCRA1,,Mercuria Energy Trading SA,I,True,,,ILD-MCRA1
ILD-MFTE1,I_ILD-MFTE1,,MFT Energy A/S,I,True,,,ILD-MFTE1
ILD-NDPL1,I_ILD-NDPL1,,European Market Coupling,I,True,,,ILD-NDPL1
ILD-NEAS1,I_ILD-NEAS1,,Centrica Energy Trading A/S,I,True,,,ILD-NEAS1
ILD-NEHO1,I_ILD-NEHO1,,Nordic Energy House ApS,I,True,,,ILD-NEHO1
ILD-NITR1,I_ILD-NITR1,,Nitor Energy A/S,I,True,,,ILD-NITR1
ILD-NORL1,I_ILD-NORL1,,Norlys Energy Trading A/S,I,True,,,ILD-NORL1
ILD-NTPL1,I_ILD-NTPL1,,Northpool BV,I,True,,,ILD-NTPL1
ILD-NWAT1,I_ILD-NWAT1,,Newatt S.r.l.,I,True,,,ILD-NWAT1
ILD-OPMX1,I_ILD-OPMX1,,Optimax Energy GmbH,I,True,,,ILD-OPMX1
ILD-OUTL1,I_ILD-OUTL1,,Outlook Energy Ltd,I,True,,,ILD-OUTL1
ILD-PREP1,I_ILD-PREP1,,Oku Power Limted,I,True,,,ILD-PREP1
ILD-PWMR1,I_ILD-PWMR1,,PowerMart ApS,I,True,,,ILD-PWMR1
ILD-QUAR1,I_ILD-QUAR1,,Quark Energy Trading Limited,I,True,,,ILD-QUAR1
ILD-RESP1,I_ILD-RESP1,,RESPECT ENERGY S.A.,I,True,,,ILD-RESP1
ILD-RISQ1,I_ILD-RISQ1,,Risq Energy Limited,I,True,,,ILD-RISQ1
ILD-RWES1,I_ILD-RWES1,,RWE Supply and Trading GmbH,I,True,,,ILD-RWES1
ILD-SEFE1,I_ILD-SEFE1,,SEFE Marketing & Trading LTD,I,True,,,ILD-SEFE1
ILD-SETL1,I_ILD-SETL1,,Shell Energy Europe Limited,I,True,,,ILD-SETL1
ILD-STGS1,I_ILD-STGS1,,STG Switzerland GmbH,I,True,,,ILD-STGS1
ILD-TGPL1,I_ILD-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,ILD-TGPL1
ILD-TRFD1,I_ILD-TRFD1,,Trafigura Denmark ApS,I,True,,,ILD-TRFD1
ILD-TRFG1,I_ILD-TRFG1,,Trafigura Trading Sarl,I,True,,,ILD-TRFG1
ILD-TRLS1,I_ILD-TRLS1,,TrailStone Renewables GmbH,I,True,,,ILD-TRLS1
ILD-VOLT1,I_ILD-VOLT1,,Volta Energy DAC,I,True,,,ILD-VOLT1
ILD-VSAL1,I_ILD-VSAL1,,VITOL SA,I,True,,,ILD-VSAL1
ILD-VTFS1,I_ILD-VTFS1,,Vattenfall Energy Trading,I,True,,,ILD-VTFS1
ILD-XNON1,I_ILD-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,ILD-XNON1
ILG-ALIP1,I_ILG-ALIP1,,Energetick ApS,I,True,,,ILG-ALIP1
ILG-ARON1,I_ILG-ARON1,,J.Aron & Company,I,True,,,ILG-ARON1
ILG-BKWE1,I_ILG-BKWE1,,BKW Energie AG,I,True,,,ILG-BKWE1
ILG-BPGM1,I_ILG-BPGM1,,BP Gas Marketing Limited,I,True,,,ILG-BPGM1
ILG-CBST1,I_ILG-CBST1,,Cobblestone Energy,I,True,,,ILG-CBST1
ILG-CENT1,I_ILG-CENT1,,Centrica Energy Limited,I,True,,,ILG-CENT1
ILG-CETL1,I_ILG-CETL1,,Conrad Energy (Trading) Ltd,I,True,,,ILG-CETL1
ILG-CEZC1,I_ILG-CEZC1,,CEZ A.S,I,True,,,ILG-CEZC1
ILG-CONS1,I_ILG-CONS1,,Constellation Generation LTD,I,True,,,ILG-CONS1
ILG-COPN1,I_ILG-COPN1,,Copenhagen Energy Trading A/S,I,True,,,ILG-COPN1
ILG-DARE1,I_ILG-DARE1,,Dare Power Ltd,I,True,,,ILG-DARE1
ILG-DMCC1,I_ILG-DMCC1,,Cobblestone Energy DMCC,I,True,,,ILG-DMCC1
ILG-DSKC1,I_ILG-DSKC1,,Danske Commodities A/S,I,True,,,ILG-DSKC1
ILG-DUEN1,I_ILG-DUEN1,,Duferco Energia S.p.A.,I,True,,,ILG-DUEN1
ILG-DUFE1,I_ILG-DUFE1,,DXT Commodities SA,I,True,,,ILG-DUFE1
ILG-DVAL1,I_ILG-DVAL1,,DVALIN ApS,I,True,,,ILG-DVAL1
ILG-EDFT1,I_ILG-EDFT1,,EDF TRADING LIMITED,I,True,,,ILG-EDFT1
ILG-EDMK1,I_ILG-EDMK1,,Energi Danmark A/S,I,True,,,ILG-EDMK1
ILG-ELTR1,I_ILG-ELTR1,,ElectroRoute Energy Trading,I,True,,,ILG-ELTR1
ILG-ENGM1,I_ILG-ENGM1,,ENGIE GLOBAL MARKETS,I,True,,,ILG-ENGM1
ILG-ENSC1,I_ILG-ENSC1,,EnSCo Energy Services Company,I,True,,,ILG-ENSC1
ILG-ENTC1,I_ILG-ENTC1,,Energetech Europe BV,I,True,,,ILG-ENTC1
ILG-EPCO1,I_ILG-EPCO1,,EP COMMODITIES A.S,I,True,,,ILG-EPCO1
ILG-EZCO1,I_ILG-EZCO1,,ENZEE Commodities A/S,I,True,,,ILG-EZCO1
ILG-GLEN1,I_ILG-GLEN1,,Glencore Energy UK Ltd,I,True,,,ILG-GLEN1
ILG-GNER1,I_ILG-GNER1,,Gnera Energia y Tecnologia S.L,I,True,,,ILG-GNER1
ILG-HART1,I_ILG-HART1,,HAPPGCO,I,True,,,ILG-HART1
ILG-HELI1,I_ILG-HELI1,,Helios Power Trading A/S,I,True,,,ILG-HELI1
ILG-INCM1,I_ILG-INCM1,,IN COMMODITIES A/S,I,True,,,ILG-INCM1
ILG-MCRA1,I_ILG-MCRA1,,Mercuria Energy Trading SA,I,True,,,ILG-MCRA1
ILG-MFTE1,I_ILG-MFTE1,,MFT Energy A/S,I,True,,,ILG-MFTE1
ILG-NDPL1,I_ILG-NDPL1,,European Market Coupling,I,True,,,ILG-NDPL1
ILG-NEAS1,I_ILG-NEAS1,,Centrica Energy Trading A/S,I,True,,,ILG-NEAS1
ILG-NEHO1,I_ILG-NEHO1,,Nordic Energy House ApS,I,True,,,ILG-NEHO1
ILG-NITR1,I_ILG-NITR1,,Nitor Energy A/S,I,True,,,ILG-NITR1
ILG-NORL1,I_ILG-NORL1,,Norlys Energy Trading A/S,I,True,,,ILG-NORL1
ILG-NTPL1,I_ILG-NTPL1,,Northpool BV,I,True,,,ILG-NTPL1
ILG-NWAT1,I_ILG-NWAT1,,Newatt S.r.l.,I,True,,,ILG-NWAT1
ILG-OPMX1,I_ILG-OPMX1,,Optimax Energy GmbH,I,True,,,ILG-OPMX1
ILG-OUTL1,I_ILG-OUTL1,,Outlook Energy Ltd,I,True,,,ILG-OUTL1
ILG-PREP1,I_ILG-PREP1,,Oku Power Limted,I,True,,,ILG-PREP1
ILG-PWMR1,I_ILG-PWMR1,,PowerMart ApS,I,True,,,ILG-PWMR1
ILG-QUAR1,I_ILG-QUAR1,,Quark Energy Trading Limited,I,True,,,ILG-QUAR1
ILG-RESP1,I_ILG-RESP1,,RESPECT ENERGY S.A.,I,True,,,ILG-RESP1
ILG-RISQ1,I_ILG-RISQ1,,Risq Energy Limited,I,True,,,ILG-RISQ1
ILG-RWES1,I_ILG-RWES1,,RWE Supply and Trading GmbH,I,True,,,ILG-RWES1
ILG-SEFE1,I_ILG-SEFE1,,SEFE Marketing & Trading LTD,I,True,,,ILG-SEFE1
ILG-SETL1,I_ILG-SETL1,,Shell Energy Europe Limited,I,True,,,ILG-SETL1
ILG-STGS1,I_ILG-STGS1,,STG Switzerland GmbH,I,True,,,ILG-STGS1
ILG-TGPL1,I_ILG-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,ILG-TGPL1
ILG-TRFD1,I_ILG-TRFD1,,Trafigura Denmark ApS,I,True,,,ILG-TRFD1
ILG-TRFG1,I_ILG-TRFG1,,Trafigura Trading Sarl,I,True,,,ILG-TRFG1
ILG-TRLS1,I_ILG-TRLS1,,TrailStone Renewables GmbH,I,True,,,ILG-TRLS1
ILG-VOLT1,I_ILG-VOLT1,,Volta Energy DAC,I,True,,,ILG-VOLT1
ILG-VSAL1,I_ILG-VSAL1,,VITOL SA,I,True,,,ILG-VSAL1
ILG-VTFS1,I_ILG-VTFS1,,Vattenfall Energy Trading,I,True,,,ILG-VTFS1
ILG-XNON1,I_ILG-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,ILG-XNON1
ILMEB-1,E_ILMEB-1,,Tesla Motors Limited,E,True,,,ILMEB-1
IMD-AXPO1,I_IMD-AXPO1,,Axpo Solutions AG,I,True,,,IMD-AXPO1
IMD-BGSE1,I_IMD-BGSE1,,Bord Gais Energy Limited,I,True,,,IMD-BGSE1
IMD-BRKF1,I_IMD-BRKF1,,Orsted Renewable Supply 2 Ltd,I,True,,,IMD-BRKF1
IMD-DSKC1,I_IMD-DSKC1,,Danske Commodities A/S,I,True,,,IMD-DSKC1
IMD-ELTR1,I_IMD-ELTR1,,ElectroRoute Energy Trading,I,True,,,IMD-ELTR1
IMD-ENGI1,I_IMD-ENGI1,,Energi Danmark A/S,I,True,,,IMD-ENGI1
IMD-ERVA1,I_IMD-ERVA1,,Erova Energy Limited,I,True,,,IMD-ERVA1
IMD-ESBE1,I_IMD-ESBE1,,ESB Independent Energy (NI),I,True,,,IMD-ESBE1
IMD-ESBI1,I_IMD-ESBI1,,ESBIG Trading Ltd,I,True,,,IMD-ESBI1
IMD-INCM1,I_IMD-INCM1,,IN COMMODITIES A/S,I,True,,,IMD-INCM1
IMD-LTFD1,I_IMD-LTFD1,,LIGHTFIELD LTD,I,True,,,IMD-LTFD1
IMD-NIRE1,I_IMD-NIRE1,,Northern Ireland Electricity,I,True,,,IMD-NIRE1
IMD-NSEN1,I_IMD-NSEN1,,Centrica Energy Trading A/S,I,True,,,IMD-NSEN1
IMD-RWES1,I_IMD-RWES1,,RWE Supply and Trading GmbH,I,True,,,IMD-RWES1
IMD-SEEL1,I_IMD-SEEL1,,Shell Energy Europe Limited,I,True,,,IMD-SEEL1
IMD-SPEM1,I_IMD-SPEM1,,SP Energy Management Ltd,I,True,,,IMD-SPEM1
IMD-STAT1,I_IMD-STAT1,,Statkraft Markets Gmbh,I,True,,,IMD-STAT1
IMD-VESL1,I_IMD-VESL1,,VIRIDIAN ENERGY SUPPLY LTD,I,True,,,IMD-VESL1
IMG-AXPO1,I_IMG-AXPO1,,Axpo Solutions AG,I,True,,,IMG-AXPO1
IMG-BGSE1,I_IMG-BGSE1,,Bord Gais Energy Limited,I,True,,,IMG-BGSE1
IMG-BRKF1,I_IMG-BRKF1,,Orsted Renewable Supply 2 Ltd,I,True,,,IMG-BRKF1
IMG-DSKC1,I_IMG-DSKC1,,Danske Commodities A/S,I,True,,,IMG-DSKC1
IMG-ELTR1,I_IMG-ELTR1,,ElectroRoute Energy Trading,I,True,,,IMG-ELTR1
IMG-ENGI1,I_IMG-ENGI1,,Energi Danmark A/S,I,True,,,IMG-ENGI1
IMG-ERVA1,I_IMG-ERVA1,,Erova Energy Limited,I,True,,,IMG-ERVA1
IMG-ESBE1,I_IMG-ESBE1,,ESB Independent Energy (NI),I,True,,,IMG-ESBE1
IMG-ESBI1,I_IMG-ESBI1,,ESBIG Trading Ltd,I,True,,,IMG-ESBI1
IMG-INCM1,I_IMG-INCM1,,IN COMMODITIES A/S,I,True,,,IMG-INCM1
IMG-LTFD1,I_IMG-LTFD1,,LIGHTFIELD LTD,I,True,,,IMG-LTFD1
IMG-NIRE1,I_IMG-NIRE1,,Northern Ireland Electricity,I,True,,,IMG-NIRE1
IMG-NSEN1,I_IMG-NSEN1,,Centrica Energy Trading A/S,I,True,,,IMG-NSEN1
IMG-RWES1,I_IMG-RWES1,,RWE Supply and Trading GmbH,I,True,,,IMG-RWES1
IMG-SEEL1,I_IMG-SEEL1,,Shell Energy Europe Limited,I,True,,,IMG-SEEL1
IMG-SPEM1,I_IMG-SPEM1,,SP Energy Management Ltd,I,True,,,IMG-SPEM1
IMG-STAT1,I_IMG-STAT1,,Statkraft Markets Gmbh,I,True,,,IMG-STAT1
IMG-VESL1,I_IMG-VESL1,,VIRIDIAN ENERGY SUPPLY LTD,I,True,,,IMG-VESL1
INAW-1,,NPSHYD,,,,,,INAW-1
IND-ALIP1,I_IND-ALIP1,,Energetick ApS,I,True,,,IND-ALIP1
IND-ALPE1,I_IND-ALPE1,,Alpha Energy ApS,I,True,,,IND-ALPE1
IND-ARON1,I_IND-ARON1,,J.Aron & Company,I,True,,,IND-ARON1
IND-AXPO1,I_IND-AXPO1,,Axpo Solutions AG,I,True,,,IND-AXPO1
IND-BDEN1,I_IND-BDEN1,,BD Energy A/S,I,True,,,IND-BDEN1
IND-BKWE1,I_IND-BKWE1,,BKW Energie AG,I,True,,,IND-BKWE1
IND-BPGM1,I_IND-BPGM1,,BP Gas Marketing Limited,I,True,,,IND-BPGM1
IND-CBST1,I_IND-CBST1,,Cobblestone Energy,I,True,,,IND-CBST1
IND-CENT1,I_IND-CENT1,,Centrica Energy Limited,I,True,,,IND-CENT1
IND-CETA1,I_IND-CETA1,,Cross Options International IV,I,True,,,IND-CETA1
IND-CEZC1,I_IND-CEZC1,,CEZ A.S,I,True,,,IND-CEZC1
IND-CNGS1,I_IND-CNGS1,,Cenergise Limited,I,True,,,IND-CNGS1
IND-CONS1,I_IND-CONS1,,Constellation Generation LTD,I,True,,,IND-CONS1
IND-CONV1,I_IND-CONV1,,Convex Energy GmbH,I,True,,,IND-CONV1
IND-COPN1,I_IND-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IND-COPN1
IND-DARE1,I_IND-DARE1,,Dare Power Ltd,I,True,,,IND-DARE1
IND-DMCC1,I_IND-DMCC1,,Cobblestone Energy DMCC,I,True,,,IND-DMCC1
IND-DSKC1,I_IND-DSKC1,,Danske Commodities A/S,I,True,,,IND-DSKC1
IND-DUFE1,I_IND-DUFE1,,DXT Commodities SA,I,True,,,IND-DUFE1
IND-DVAL1,I_IND-DVAL1,,DVALIN ApS,I,True,,,IND-DVAL1
IND-EDFT1,I_IND-EDFT1,,EDF TRADING LIMITED,I,True,,,IND-EDFT1
IND-EDMK1,I_IND-EDMK1,,Energi Danmark A/S,I,True,,,IND-EDMK1
IND-ELEE1,I_IND-ELEE1,,Electrabel SA,I,True,,,IND-ELEE1
IND-ELTR1,I_IND-ELTR1,,ElectroRoute Energy Trading,I,True,,,IND-ELTR1
IND-ENET1,I_IND-ENET1,,Eneco Energy Trade,I,True,,,IND-ENET1
IND-ENTC1,I_IND-ENTC1,,Energetech Europe BV,I,True,,,IND-ENTC1
IND-EPCO1,I_IND-EPCO1,,EP COMMODITIES A.S,I,True,,,IND-EPCO1
IND-GASE1,I_IND-GASE1,,ENGIE GLOBAL MARKETS,I,True,,,IND-GASE1
IND-GAZP1,I_IND-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,IND-GAZP1
IND-GLEN1,I_IND-GLEN1,,Glencore Energy UK Ltd,I,True,,,IND-GLEN1
IND-HELI1,I_IND-HELI1,,Helios Power Trading A/S,I,True,,,IND-HELI1
IND-IDCE1,I_IND-IDCE1,,DC Energy Trading V.O.F.,I,True,,,IND-IDCE1
IND-INCM1,I_IND-INCM1,,IN COMMODITIES A/S,I,True,,,IND-INCM1
IND-KCST1,I_IND-KCST1,,KOCH SUPPLY & TRADING SARL,I,True,,,IND-KCST1
IND-LMUS1,I_IND-LMUS1,,Luminus SA,I,True,,,IND-LMUS1
IND-MCRA1,I_IND-MCRA1,,Mercuria Energy Trading SA,I,True,,,IND-MCRA1
IND-MFTE1,I_IND-MFTE1,,MFT Energy A/S,I,True,,,IND-MFTE1
IND-NDPL1,I_IND-NDPL1,,European Market Coupling,I,True,,,IND-NDPL1
IND-NEAS1,I_IND-NEAS1,,Centrica Energy Trading A/S,I,True,,,IND-NEAS1
IND-NEHO1,I_IND-NEHO1,,Nordic Energy House ApS,I,True,,,IND-NEHO1
IND-NEMO1,I_IND-NEMO1,,Nemo Link Limited,I,True,,,IND-NEMO1
IND-NITR1,I_IND-NITR1,,Nitor Energy A/S,I,True,,,IND-NITR1
IND-NORL1,I_IND-NORL1,,Norlys Energy Trading A/S,I,True,,,IND-NORL1
IND-NTPL1,I_IND-NTPL1,,Northpool BV,I,True,,,IND-NTPL1
IND-OMPX1,I_IND-OMPX1,,Ompex AG,I,True,,,IND-OMPX1
IND-OPMX1,I_IND-OPMX1,,Optimax Energy GmbH,I,True,,,IND-OPMX1
IND-OUTL1,I_IND-OUTL1,,Outlook Energy Ltd,I,True,,,IND-OUTL1
IND-PWMR1,I_IND-PWMR1,,PowerMart ApS,I,True,,,IND-PWMR1
IND-QUEN1,I_IND-QUEN1,,QUENT ApS,I,True,,,IND-QUEN1
IND-RESP1,I_IND-RESP1,,RESPECT ENERGY S.A.,I,True,,,IND-RESP1
IND-RISQ1,I_IND-RISQ1,,Risq Energy Limited,I,True,,,IND-RISQ1
IND-RWES1,I_IND-RWES1,,RWE Supply and Trading GmbH,I,True,,,IND-RWES1
IND-SETL1,I_IND-SETL1,,Shell Energy Europe Limited,I,True,,,IND-SETL1
IND-SSEG1,I_IND-SSEG1,,SSE Energy Supply Limited,I,True,,,IND-SSEG1
IND-STAT1,I_IND-STAT1,,Statkraft Markets Gmbh,I,True,,,IND-STAT1
IND-STGS1,I_IND-STGS1,,STG Switzerland GmbH,I,True,,,IND-STGS1
IND-TGPL1,I_IND-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,IND-TGPL1
IND-TRFD1,I_IND-TRFD1,,Trafigura Denmark ApS,I,True,,,IND-TRFD1
IND-TRFG1,I_IND-TRFG1,,Trafigura Trading Sarl,I,True,,,IND-TRFG1
IND-TRLS1,I_IND-TRLS1,,TrailStone Renewables GmbH,I,True,,,IND-TRLS1
IND-VOLT1,I_IND-VOLT1,,Volta Energy DAC,I,True,,,IND-VOLT1
IND-VSAL1,I_IND-VSAL1,,VITOL SA,I,True,,,IND-VSAL1
IND-VTET1,I_IND-VTET1,,Vattenfall Energy Trading,I,True,,,IND-VTET1
IND-XNON1,I_IND-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,IND-XNON1
INDQ-1,T_INDQ-1,OCGT,Indian Queens Power Ltd,T,True,-5.064697,50.373496,INDQ-1
ING-ALIP1,I_ING-ALIP1,,Energetick ApS,I,True,,,ING-ALIP1
ING-ALPE1,I_ING-ALPE1,,Alpha Energy ApS,I,True,,,ING-ALPE1
ING-ARON1,I_ING-ARON1,,J.Aron & Company,I,True,,,ING-ARON1
ING-AXPO1,I_ING-AXPO1,,Axpo Solutions AG,I,True,,,ING-AXPO1
ING-BDEN1,I_ING-BDEN1,,BD Energy A/S,I,True,,,ING-BDEN1
ING-BKWE1,I_ING-BKWE1,,BKW Energie AG,I,True,,,ING-BKWE1
ING-BPGM1,I_ING-BPGM1,,BP Gas Marketing Limited,I,True,,,ING-BPGM1
ING-CBST1,I_ING-CBST1,,Cobblestone Energy,I,True,,,ING-CBST1
ING-CENT1,I_ING-CENT1,,Centrica Energy Limited,I,True,,,ING-CENT1
ING-CETA1,I_ING-CETA1,,Cross Options International IV,I,True,,,ING-CETA1
ING-CEZC1,I_ING-CEZC1,,CEZ A.S,I,True,,,ING-CEZC1
ING-CNGS1,I_ING-CNGS1,,Cenergise Limited,I,True,,,ING-CNGS1
ING-CONS1,I_ING-CONS1,,Constellation Generation LTD,I,True,,,ING-CONS1
ING-CONV1,I_ING-CONV1,,Convex Energy GmbH,I,True,,,ING-CONV1
ING-COPN1,I_ING-COPN1,,Copenhagen Energy Trading A/S,I,True,,,ING-COPN1
ING-DARE1,I_ING-DARE1,,Dare Power Ltd,I,True,,,ING-DARE1
ING-DMCC1,I_ING-DMCC1,,Cobblestone Energy DMCC,I,True,,,ING-DMCC1
ING-DSKC1,I_ING-DSKC1,,Danske Commodities A/S,I,True,,,ING-DSKC1
ING-DUFE1,I_ING-DUFE1,,DXT Commodities SA,I,True,,,ING-DUFE1
ING-DVAL1,I_ING-DVAL1,,DVALIN ApS,I,True,,,ING-DVAL1
ING-EDFT1,I_ING-EDFT1,,EDF TRADING LIMITED,I,True,,,ING-EDFT1
ING-EDMK1,I_ING-EDMK1,,Energi Danmark A/S,I,True,,,ING-EDMK1
ING-ELEE1,I_ING-ELEE1,,Electrabel SA,I,True,,,ING-ELEE1
ING-ELTR1,I_ING-ELTR1,,ElectroRoute Energy Trading,I,True,,,ING-ELTR1
ING-ENET1,I_ING-ENET1,,Eneco Energy Trade,I,True,,,ING-ENET1
ING-ENTC1,I_ING-ENTC1,,Energetech Europe BV,I,True,,,ING-ENTC1
ING-EPCO1,I_ING-EPCO1,,EP COMMODITIES A.S,I,True,,,ING-EPCO1
ING-GASE1,I_ING-GASE1,,ENGIE GLOBAL MARKETS,I,True,,,ING-GASE1
ING-GAZP1,I_ING-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,ING-GAZP1
ING-GLEN1,I_ING-GLEN1,,Glencore Energy UK Ltd,I,True,,,ING-GLEN1
ING-HELI1,I_ING-HELI1,,Helios Power Trading A/S,I,True,,,ING-HELI1
ING-IDCE1,I_ING-IDCE1,,DC Energy Trading V.O.F.,I,True,,,ING-IDCE1
ING-INCM1,I_ING-INCM1,,IN COMMODITIES A/S,I,True,,,ING-INCM1
